ip,uplink_length,downlink_length,sum_length
10.54.27.135,2019,3651,5670
10.54.27.146,1819,6759,8578
10.54.27.180,1740,4565,6305
10.54.27.193,2298,8421,10719
10.54.27.20,2770,9162,11932
10.54.27.206,7316,23634,30950
10.54.27.209,1812,3672,5484
10.54.27.211,12795,48188,60983
10.54.27.212,2238,8442,10680
10.54.27.52,2024,3704,5728
10.54.27.97,1900,6620,8520
10.54.28.2,1780,3672,5452
10.54.28.78,4658,16008,20666
10.54.29.121,1241,232,1473
10.54.29.137,433,485,918
10.54.29.144,22262,66258,88520
10.54.29.167,1661,1834,3495
10.54.29.173,557,486,1043
10.54.29.214,18298,43803,62101
10.54.29.235,9214,12214,21428
10.54.29.240,785,116,901
10.54.29.71,862,998,1860
10.54.32.189,1066,2910,3976
10.54.32.217,7910,13784,21694
10.54.32.244,4567,17008,21575
10.54.32.50,231188,755082,986270
10.54.34.10,1686,1410,3096
10.54.34.104,22656,12412,35068
10.54.34.121,482,843,1325
10.54.34.122,16168,8774,24942
10.54.34.124,2632,1498,4130
10.54.34.146,3820,2140,5960
10.54.34.151,584,1235,1819
10.54.34.153,5412,5663,11075
10.54.34.161,521,399,920
10.54.34.182,7258,4066,11324
10.54.34.185,9024,5136,14160
10.54.34.186,1128,642,1770
10.54.34.189,3493,5861,9354
10.54.34.20,918,1961,2879
10.54.34.212,826,116,942
10.54.34.221,6768,3852,10620
10.54.34.29,1515,4452,5967
10.54.34.61,1107,1631,2738
10.54.34.67,1128,642,1770
10.54.34.75,2632,1498,4130
10.54.34.81,542,116,658
10.54.34.88,2632,1498,4130
10.54.35.180,3343,10779,14122
10.54.35.254,2286,8442,10728
10.54.35.55,8011,28684,36695
10.54.35.74,1341,6025,7366
10.54.36.105,1601,49968,51569
10.54.36.108,481,25774,26255
10.54.36.158,1262,1437,2699
10.54.36.179,2022,14825,16847
10.54.36.18,376,214,590
10.54.36.185,1070,2134,3204
10.54.36.205,4136,2140,6276
10.54.36.208,439,11168,11607
10.54.36.211,658,4974,5632
10.54.36.217,635,148,783
10.54.36.23,3009,4625,7634
10.54.36.247,324,4475,4799
10.54.36.30,950,4972,5922
10.54.36.54,583,1656,2239
10.54.36.60,1678,3994,5672
10.54.36.84,73230166,165120413,238350579
10.54.36.87,315,4481,4796
10.54.38.121,213958,576618,790576
10.54.38.217,830,4370,5200
10.54.38.95,2038,2922,4960
10.54.43.107,1910,1070,2980
10.54.43.122,0,0,0
10.54.43.127,111612,100633,212245
10.54.43.18,1880,1070,2950
10.54.43.20,71062,74970,146032
10.54.43.228,376,214,590
10.54.43.235,1631562,18658078,20289640
10.54.43.242,614,437,1051
10.54.43.25,20680,11770,32450
10.54.43.251,10014,9252,19266
10.54.43.254,1665,2739,4404
10.54.43.40,4136,2354,6490
10.54.43.47,5640,3210,8850
10.54.43.50,872,2030,2902
10.54.43.54,1163,4246,5409
10.54.43.64,12872,21667,34539
10.54.43.78,22958,19544,42502
10.54.43.98,22560,12840,35400
10.54.45.111,1912,501,2413
10.54.45.126,1504,856,2360
10.54.45.130,173491,9174,182665
10.54.45.19,3008,1712,4720
10.54.45.190,561,1413,1974
10.54.45.223,3066,9302,12368
10.54.45.231,1205,601,1806
10.54.45.24,1246,2127,3373
10.54.45.246,1056,19239,20295
10.54.45.48,617,1644,2261
10.54.45.62,3185,30078,33263
10.54.45.78,646,4974,5620
10.54.45.80,1147,1978,3125
10.54.46.124,3138808,15231444,18370252
10.54.46.153,6016,3424,9440
10.54.46.196,6144,3210,9354
10.54.46.209,1108,49960,51068
10.54.46.214,716,4980,5696
10.54.46.218,2674,1498,4172
10.54.46.228,125678,68052,193730
10.54.46.246,3160,5156,8316
10.54.46.250,376,214,590
10.54.46.253,8663,59785,68448
10.54.46.34,2595,29866,32461
10.54.46.60,0,0,0
10.54.46.8,810,1978,2788
10.54.46.82,12408,6848,19256
10.54.47.186,1920,4104,6024
10.54.48.110,11776,34490,46266
10.54.48.148,3985,10490,14475
10.54.48.181,5122,17619,22741
10.54.48.202,5388,17603,22991
10.54.48.222,2062,3130,5192
10.54.48.230,3195,7913,11108
10.54.48.249,4391,18471,22862
10.54.48.251,5315,17603,22918
10.54.48.253,746,2851,3597
10.54.48.35,347087,1013841,1360928
10.54.48.66,746,2851,3597
10.54.5.102,4619,7673,12292
10.54.5.115,2985,5379,8364
10.54.5.156,9400,4922,14322
10.54.5.160,2632,1498,4130
10.54.5.167,7702,1044,8746
10.54.5.188,9142,34095,43237
10.54.5.189,11277,16116,27393
10.54.5.202,1657,13122,14779
10.54.5.242,774,1893,2667
10.54.5.247,582,12403,12985
10.54.5.253,0,0,0
10.54.5.27,1200,642,1842
10.54.5.41,9542,10265,19807
10.54.5.43,27098,21426,48524
10.54.5.65,1100,1177,2277
10.54.5.68,6993,15377,22370
10.54.5.74,2331,348,2679
10.54.5.93,1572,4082,5654
10.54.52.102,11795,21900,33695
10.54.52.129,2204,5087,7291
10.54.52.187,420,2185,2605
10.54.52.234,4095,11753,15848
10.54.52.246,309448,1106657,1416105
10.54.52.49,418,2185,2603
10.54.52.58,8447,29480,37927
10.54.53.0,359960,919028,1278988
10.54.53.178,1288,5111,6399
10.54.53.229,4626,13239,17865
10.54.54.252,4074,11054,15128
10.54.54.66,953,2963,3916
10.54.54.77,2286,8442,10728
10.54.55.114,536,419,955
10.54.55.145,693,6915,7608
10.54.55.148,2056,348,2404
10.54.55.198,818,1978,2796
10.54.55.202,664,534,1198
10.54.55.28,1399,3804,5203
10.54.55.33,132674,145579,278253
10.54.55.40,22800,11556,34356
10.54.55.98,596,1235,1831
10.54.56.169,1018,2942,3960
10.54.56.207,7044,18953,25997
10.54.57.0,2885,10113,12998
10.54.57.104,11358,13604,24962
10.54.57.116,800,423818,424618
10.54.57.124,628,523,1151
10.54.57.136,6755,37176,43931
10.54.57.14,203181,216848,420029
10.54.57.140,580,13762,14342
10.54.57.159,534,399,933
10.54.57.186,2741,49896,52637
10.54.57.19,6392,3210,9602
10.54.57.199,512,399,911
10.54.57.226,15075,24077,39152
10.54.57.235,2352,1284,3636
10.54.57.239,2264,444,2708
10.54.57.247,3203,1011,4214
10.54.57.29,2704,33113,35817
10.54.57.31,13160,7490,20650
10.54.57.48,1753,2917,4670
10.54.57.75,27913,33986,61899
10.54.58.110,945,4974,5919
10.54.58.119,7817,7953,15770
10.54.58.146,856,4990,5846
10.54.58.175,1128,642,1770
10.54.58.197,2256,1284,3540
10.54.58.2,1405,1369,2774
10.54.58.204,876,1939,2815
10.54.58.21,752,428,1180
10.54.58.216,2310,1284,3594
10.54.58.231,15811,2250,18061
10.54.58.241,8423,471066,479489
10.54.58.247,4512,2568,7080
10.54.58.36,762,428,1190
10.54.58.57,10542,109802,120344
10.54.58.58,1764,28572,30336
10.54.58.68,4730,6259,10989
10.54.58.77,589,399,988
10.54.6.189,1892,6620,8512
10.54.6.34,1900,6620,8520
10.54.62.155,203624,764176,967800
10.54.64.85,5413,16642,22055
10.54.66.116,2373,8275,10648
10.54.66.118,1432,5212,6644
10.54.66.44,4749,16296,21045
10.54.66.50,1374,5132,6506
10.54.66.81,8053,20720,28773
10.54.66.86,196246,492851,689097
10.54.66.98,3372,8336,11708
10.54.67.111,628,1231,1859
10.54.67.133,1360,2000,3360
10.54.67.142,812,1407,2219
10.54.67.149,627,1236,1863
10.54.67.16,2072,1265,3337
10.54.67.169,1181,26589,27770
10.54.67.177,311952,258401,570353
10.54.67.180,15960,8346,24306
10.54.67.19,1681,3191,4872
10.54.67.192,6494,3424,9918
10.54.67.194,9240,5136,14376
10.54.67.204,539,2624,3163
10.54.67.209,872,2032,2904
10.54.67.253,841,843,1684
10.54.67.28,9879,88070,97949
10.54.67.51,5143,6913,12056
10.54.67.56,2451,4331,6782
10.54.67.71,523,334,857
10.54.67.73,41296274,246235593,287531867
10.54.68.127,3556,16868,20424
10.54.68.185,1001,2963,3964
10.54.68.202,1209,2947,4156
10.54.68.212,2286,8421,10707
10.54.68.27,3676,0,3676
10.54.68.30,1127,2947,4074
10.54.68.41,10387,31492,41879
10.54.68.9,6176,17232,23408
10.54.69.1,2421135,4893259,7314394
10.54.69.147,1900,6620,8520
10.54.69.47,4168,9077,13245
10.54.70.107,7290,21568,28858
10.54.70.243,1868,6620,8488
10.54.80.109,1664,4099,5763
10.54.80.173,2748,10590,13338
10.54.80.215,3806,12488,16294
10.54.80.5,889,2963,3852
10.54.80.51,4079,15520,19599
10.54.81.114,2243,26043,28286
10.54.81.130,2674,1498,4172
10.54.81.133,6392,3638,10030
10.54.81.153,519,6809,7328
10.54.81.155,1235,1216,2451
10.54.81.158,900,148,1048
10.54.81.17,2129,4795,6924
10.54.81.193,810,1978,2788
10.54.81.248,1504,428,1932
10.54.81.249,583,441,1024
10.54.81.252,2328,1284,3612
10.54.81.254,0,0,0
10.54.81.73,680,4972,5652
10.54.81.85,752,428,1180
10.54.85.11,6514,15948,22462
10.54.85.128,5321,14933,20254
10.54.85.135,10362,40556,50918
10.54.85.18,5372,14933,20305
10.54.85.190,2566,8453,11019
10.54.85.194,908,2947,3855
10.54.85.215,1892,6620,8512
10.54.85.236,1900,6620,8520
10.54.85.242,3673,12675,16348
10.54.85.254,1762,6750,8512
10.54.85.36,7065,23647,30712
10.54.85.60,1817,4011,5828
10.54.85.67,7571,22389,29960
10.54.85.75,3710,12675,16385
10.54.85.93,1162,2947,4109
10.54.86.102,10466,28538,39004
10.54.86.118,1306,2851,4157
10.54.86.119,1874,2902,4776
10.54.86.12,6702,27314,34016
10.54.86.120,1322,5132,6454
10.54.86.161,7091,27314,34405
10.54.86.176,4363,14293,18656
10.54.86.178,5662,15948,21610
10.54.86.206,2458,8079,10537
10.54.86.212,4442,19053,23495
10.54.86.238,163413,430745,594158
10.54.86.29,1777,6750,8527
10.54.86.45,1827,4205,6032
10.54.86.64,2645,25231,27876
10.54.86.92,6174,23667,29841
10.54.87.1,9161,25924,35085
10.54.88.116,0,0,0
10.54.88.12,525,1720,2245
10.54.88.134,3056,1712,4768
10.54.88.155,1079560,145354,1224914
10.54.88.164,1528,856,2384
10.54.88.175,2256,1070,3326
10.54.88.188,530,471,1001
10.54.88.219,676,4974,5650
10.54.88.223,376,214,590
10.54.88.226,967,1060,2027
10.54.88.244,611,997,1608
10.54.88.248,1504,856,2360
10.54.88.29,262,5802,6064
10.54.88.30,2728,1002,3730
10.54.88.43,49848,37642,87490
10.54.88.50,61839,2212,64051
10.54.88.68,5730,3210,8940
10.54.88.70,7098,6239,13337
10.54.88.72,537,399,936
10.54.88.78,0,0,0
10.54.89.2,569418,424819,994237
10.54.97.101,560,399,959
10.54.97.11,2256,1284,3540
10.54.97.115,6680,8642,15322
10.54.97.120,827,6612,7439
10.54.97.140,17296,7490,24786
10.54.97.16,459,426,885
10.54.97.170,557,399,956
10.54.97.90,818,4974,5792
10.54.99.23,4096,11216,15312
10.54.99.234,12081,12489,24570
10.54.99.51,6459,19466,25925
10.56.0.118,50516,343205,393721
10.56.0.128,6943,10843,17786
10.56.0.131,80983,86152,167135
10.56.0.147,3983,31436,35419
10.56.0.162,84731,91046,175777
10.56.0.175,662,4978,5640
10.56.0.18,1692,2410,4102
10.56.0.182,38446,96006,134452
10.56.0.199,142383,135673,278056
10.56.0.21,1330,1743,3073
10.56.0.223,222411,172934,395345
10.56.0.225,501,467,968
10.56.0.233,710,167,877
10.56.0.252,12246,21414,33660
10.56.0.35,349,497,846
10.56.0.50,25626,73035,98661
10.56.0.86,269478,302796,572274
10.56.0.95,434351,580879,1015230
10.56.0.98,1674,1626,3300
10.56.1.21,147039,103608,250647
10.56.10.10,64377,80019,144396
10.56.10.102,168811,125400,294211
10.56.10.103,9094,17111,26205
10.56.10.104,1487,6234,7721
10.56.10.105,1204,5373,6577
10.56.10.11,354480,298404,652884
10.56.10.111,2483,592,3075
10.56.10.112,1851,1338,3189
10.56.10.116,0,0,0
10.56.10.118,197985,150859,348844
10.56.10.12,57261,49340,106601
10.56.10.120,14602,1972,16574
10.56.10.122,220411,209828,430239
10.56.10.126,265,373,638
10.56.10.128,275157,749257,1024414
10.56.10.129,517,399,916
10.56.10.13,161370,168109,329479
10.56.10.131,162276,147739,310015
10.56.10.134,19772,14123,33895
10.56.10.135,1940,10360,12300
10.56.10.136,2130579,5228885,7359464
10.56.10.139,919265,696960,1616225
10.56.10.148,302272,223947,526219
10.56.10.149,847940,699640,1547580
10.56.10.15,101031,113658,214689
10.56.10.150,189222,176968,366190
10.56.10.154,428564,337080,765644
10.56.10.156,0,0,0
10.56.10.157,647,1254,1901
10.56.10.158,43383,2228167,2271550
10.56.10.159,301,4475,4776
10.56.10.16,277058,959108,1236166
10.56.10.162,419,485,904
10.56.10.166,683,462,1145
10.56.10.169,309,4475,4784
10.56.10.171,514,399,913
10.56.10.172,262,5802,6064
10.56.10.176,100918,94556,195474
10.56.10.178,995,990,1985
10.56.10.181,3702,1438,5140
10.56.10.182,240790,213471,454261
10.56.10.185,400,451,851
10.56.10.186,38783,56108,94891
10.56.10.189,188,383,571
10.56.10.19,3120950,48127363,51248313
10.56.10.190,19199,7942,27141
10.56.10.191,370427,281439,651866
10.56.10.192,210362,177335,387697
10.56.10.193,749,116,865
10.56.10.199,2250,5424,7674
10.56.10.20,956,4974,5930
10.56.10.202,7317,1390,8707
10.56.10.203,561,4475,5036
10.56.10.204,753916,671763,1425679
10.56.10.206,8964,3417,12381
10.56.10.207,13224,2190,15414
10.56.10.210,537,423,960
10.56.10.211,26781,8470,35251
10.56.10.212,3035,7465,10500
10.56.10.213,3478,20284,23762
10.56.10.214,286712,469133,755845
10.56.10.217,2118,592,2710
10.56.10.225,367824,275760,643584
10.56.10.228,159402,141864,301266
10.56.10.229,1846,758,2604
10.56.10.230,304185,257416,561601
10.56.10.233,690750,541649,1232399
10.56.10.235,237405,205817,443222
10.56.10.236,1789,1080,2869
10.56.10.238,500156,429844,930000
10.56.10.24,417487,356961,774448
10.56.10.247,188370,142386,330756
10.56.10.25,1083,830,1913
10.56.10.251,1146,918,2064
10.56.10.253,350471,587879,938350
10.56.10.28,524622,474469,999091
10.56.10.32,400137,688246,1088383
10.56.10.43,2124,3043,5167
10.56.10.44,5310,6365,11675
10.56.10.52,5118,8547,13665
10.56.10.53,2198163,42423928,44622091
10.56.10.54,1808400,3966092,5774492
10.56.10.59,49478,1125610,1175088
10.56.10.64,2198,1692,3890
10.56.10.7,1069,919,1988
10.56.10.70,305336,192316,497652
10.56.10.80,9132,2882,12014
10.56.10.82,5091,696,5787
10.56.10.84,209303,174994,384297
10.56.10.86,565,418,983
10.56.10.87,221253,437142,658395
10.56.10.9,92122,86524,178646
10.56.10.90,37605,31887,69492
10.56.10.95,311474,259449,570923
10.56.10.98,630,4972,5602
10.56.10.99,328433,255915,584348
10.56.102.126,511,4475,4986
10.56.106.199,4502,663,5165
10.56.11.131,9467,3265,12732
10.56.11.2,21272,16964,38236
10.56.11.21,92536,73623,166159
10.56.11.4,4513,580,5093
10.56.110.12,120174,94053,214227
10.56.110.120,85682,821492,907174
10.56.110.123,144082,148837,292919
10.56.110.128,192593,163531,356124
10.56.110.147,293982,248723,542705
10.56.110.175,8785,6350,15135
10.56.110.18,291018,262641,553659
10.56.110.182,51380,56858,108238
10.56.110.204,363304,273383,636687
10.56.110.206,572,148,720
10.56.110.21,7894,8898,16792
10.56.110.233,2464,1070,3534
10.56.110.35,400802,363610,764412
10.56.110.7,200652,160053,360705
10.56.110.9,0,0,0
10.56.110.90,457507,643784,1101291
10.56.110.98,162032,139652,301684
10.56.112.101,289877,8945593,9235470
10.56.112.107,960,4974,5934
10.56.112.108,1056,846,1902
10.56.112.11,0,0,0
10.56.112.110,126380,131630,258010
10.56.112.115,235833,216827,452660
10.56.112.116,27364,8300,35664
10.56.112.118,212117,186573,398690
10.56.112.12,123369,119060,242429
10.56.112.120,97194,94243,191437
10.56.112.123,599,566,1165
10.56.112.128,1008,798,1806
10.56.112.129,109605,78735,188340
10.56.112.13,205090,168564,373654
10.56.112.131,527,419,946
10.56.112.132,6134,311187,317321
10.56.112.133,40650,95451,136101
10.56.112.135,362,485,847
10.56.112.139,206362,708947,915309
10.56.112.14,6950,5900,12850
10.56.112.142,55171,86026,141197
10.56.112.148,299022,769014,1068036
10.56.112.15,3654,3772,7426
10.56.112.150,771,1012,1783
10.56.112.154,19672,22241,41913
10.56.112.157,246298,168016,414314
10.56.112.16,158141294,1441864438,1600005732
10.56.112.162,229298204,927929625,1157227829
10.56.112.165,147114,3583339,3730453
10.56.112.169,160927,168974,329901
10.56.112.171,20655,31413,52068
10.56.112.172,595,1138,1733
10.56.112.173,149219,1742804,1892023
10.56.112.176,506,399,905
10.56.112.177,1358,666,2024
10.56.112.178,630,167,797
10.56.112.18,537,458,995
10.56.112.180,76835,64294,141129
10.56.112.182,752,4960,5712
10.56.112.185,15137,15884,31021
10.56.112.186,351576,294882,646458
10.56.112.189,465,450,915
10.56.112.19,341071,360701,701772
10.56.112.199,221178,185323,406501
10.56.112.20,1250,5373,6623
10.56.112.201,129769,1290481,1420250
10.56.112.206,153335,197,153532
10.56.112.207,434,412,846
10.56.112.209,662,1307,1969
10.56.112.21,703,148,851
10.56.112.210,2765,1252,4017
10.56.112.212,3659,8135,11794
10.56.112.215,20259,9435,29694
10.56.112.217,3546,9746,13292
10.56.112.219,130771,133181,263952
10.56.112.221,264061,172314,436375
10.56.112.223,0,0,0
10.56.112.225,11657,1856,13513
10.56.112.226,208870,193274,402144
10.56.112.230,111962,89566,201528
10.56.112.231,205578,174070,379648
10.56.112.232,5295,1115,6410
10.56.112.233,490,334,824
10.56.112.236,117181,93902,211083
10.56.112.238,226611,149589,376200
10.56.112.239,51022,44892,95914
10.56.112.241,312,4475,4787
10.56.112.243,2367,2648,5015
10.56.112.245,563,458,1021
10.56.112.247,15579,39112,54691
10.56.112.25,40322,47010,87332
10.56.112.251,951,148,1099
10.56.112.255,4546,5847,10393
10.56.112.36,243850,155346,399196
10.56.112.37,103491,120908,224399
10.56.112.44,242499,217801,460300
10.56.112.46,197588,258698,456286
10.56.112.54,1425,1733,3158
10.56.112.55,509354,427260,936614
10.56.112.56,20260,12138,32398
10.56.112.59,5664,17372,23036
10.56.112.70,511,787,1298
10.56.112.77,900,819,1719
10.56.112.78,557,148,705
10.56.112.80,582,520,1102
10.56.112.84,2282,8328,10610
10.56.112.90,624,4974,5598
10.56.112.97,126083,102238,228321
10.56.112.98,548,443,991
10.56.113.1,1862,1541,3403
10.56.113.21,197503,169898,367401
10.56.115.103,817424,669808,1487232
10.56.115.108,6166,4134,10300
10.56.115.109,132256,115183,247439
10.56.115.11,40247,33411,73658
10.56.115.110,23758,366035,389793
10.56.115.113,1024,798,1822
10.56.115.114,837,1059,1896
10.56.115.115,29608,42978,72586
10.56.115.116,204363,962677,1167040
10.56.115.117,302496,223705,526201
10.56.115.118,308956,239226,548182
10.56.115.119,577383,467455,1044838
10.56.115.12,43403,118828,162231
10.56.115.120,1230,613,1843
10.56.115.121,15055,18429,33484
10.56.115.122,134657,5284379,5419036
10.56.115.123,525,399,924
10.56.115.124,350166,390302,740468
10.56.115.125,234638445,1470421015,1705059460
10.56.115.126,563,453,1016
10.56.115.127,1415,9832,11247
10.56.115.128,672,4974,5646
10.56.115.129,13535,14270,27805
10.56.115.131,4893,1749,6642
10.56.115.132,1713,5818,7531
10.56.115.133,26742,25506,52248
10.56.115.134,8022,13331,21353
10.56.115.135,414,4475,4889
10.56.115.137,131943,102695,234638
10.56.115.138,413222,367072,780294
10.56.115.139,25609,28105,53714
10.56.115.140,32681,73422,106103
10.56.115.143,232007,872974,1104981
10.56.115.144,352773,256297,609070
10.56.115.145,393343,240626,633969
10.56.115.146,546508,2720303,3266811
10.56.115.147,200412,176014,376426
10.56.115.148,2345092,8136563,10481655
10.56.115.15,882,4978,5860
10.56.115.150,2062,4828,6890
10.56.115.151,68812,54197,123009
10.56.115.153,0,0,0
10.56.115.154,48191,159002,207193
10.56.115.156,1966,2257,4223
10.56.115.157,141064,103873,244937
10.56.115.159,238450,163161,401611
10.56.115.160,71689,30109,101798
10.56.115.161,788523,601345,1389868
10.56.115.162,81827,1721612,1803439
10.56.115.163,511757,5333287,5845044
10.56.115.166,219523,219657,439180
10.56.115.169,452112,1197863,1649975
10.56.115.17,232108,210930,443038
10.56.115.170,1419,18123,19542
10.56.115.171,377939,282075,660014
10.56.115.172,199600,137701,337301
10.56.115.173,8764,3278,12042
10.56.115.174,241138,203385,444523
10.56.115.175,181106,1993425,2174531
10.56.115.176,864,1039,1903
10.56.115.177,5119,8847,13966
10.56.115.178,403,4475,4878
10.56.115.179,58846,73571,132417
10.56.115.18,354263,665708,1019971
10.56.115.182,690592,3413302,4103894
10.56.115.183,238235,183012,421247
10.56.115.185,704,4974,5678
10.56.115.187,676,4974,5650
10.56.115.188,8311,8883,17194
10.56.115.189,161652,459936,621588
10.56.115.19,110904954,324959959,435864913
10.56.115.190,171882,160972,332854
10.56.115.191,187045,269531,456576
10.56.115.192,3417,515,3932
10.56.115.193,53020,65496,118516
10.56.115.194,949,5308,6257
10.56.115.195,289646,284627,574273
10.56.115.196,21239,14437,35676
10.56.115.197,74534,103312,177846
10.56.115.198,4517,5940,10457
10.56.115.199,236302,191255,427557
10.56.115.20,534,399,933
10.56.115.200,68000,71852,139852
10.56.115.202,15260,17096,32356
10.56.115.204,43570,36237,79807
10.56.115.206,8209,51757,59966
10.56.115.207,315223,763561,1078784
10.56.115.208,27314,27770,55084
10.56.115.21,2923759,2735939,5659698
10.56.115.210,5709,19673,25382
10.56.115.211,6043,5863,11906
10.56.115.212,190212,173274,363486
10.56.115.213,326750,213509,540259
10.56.115.214,336498,2617832,2954330
10.56.115.215,365835,355223,721058
10.56.115.216,296804,229427,526231
10.56.115.217,12178,12728,24906
10.56.115.218,579182,1192251,1771433
10.56.115.219,99891,192143,292034
10.56.115.22,186889,157419,344308
10.56.115.221,1065,296,1361
10.56.115.223,529933,523827,1053760
10.56.115.224,414071,341558,755629
10.56.115.225,29290,31222,60512
10.56.115.227,333786,2128053,2461839
10.56.115.228,188,383,571
10.56.115.229,0,0,0
10.56.115.23,452742,3150196,3602938
10.56.115.231,18432,3895,22327
10.56.115.233,3503,949,4452
10.56.115.234,130119,114973,245092
10.56.115.235,4808,11284,16092
10.56.115.237,14080,6151,20231
10.56.115.238,851895,1352806,2204701
10.56.115.239,147782,173839,321621
10.56.115.241,985,11379,12364
10.56.115.242,470120,312691,782811
10.56.115.244,138236,155972,294208
10.56.115.246,291873,594760,886633
10.56.115.249,1223,1879,3102
10.56.115.25,851268,776579,1627847
10.56.115.250,21281,6363,27644
10.56.115.251,6743,7771,14514
10.56.115.252,112666,124464,237130
10.56.115.253,15949,54408,70357
10.56.115.254,637935964,4625100862,5263036826
10.56.115.255,343618,274301,617919
10.56.115.31,0,0,0
10.56.115.32,44037,46294,90331
10.56.115.35,49314,552887,602201
10.56.115.36,160227,302631,462858
10.56.115.39,2236,2503,4739
10.56.115.41,118646,133312,251958
10.56.115.42,405819,479113,884932
10.56.115.45,669327,535975,1205302
10.56.115.47,249970,554226,804196
10.56.115.49,67134,65698,132832
10.56.115.5,11643,13268,24911
10.56.115.52,45006,2150282,2195288
10.56.115.53,126598,111672,238270
10.56.115.55,424582,622664,1047246
10.56.115.57,61353,105088,166441
10.56.115.59,79816,76715,156531
10.56.115.60,310624,204054,514678
10.56.115.61,280005,211343,491348
10.56.115.62,216469,166253,382722
10.56.115.63,271823,544815,816638
10.56.115.66,328886,270090,598976
10.56.115.67,328724,47409535,47738259
10.56.115.68,132264,168221,300485
10.56.115.69,13551,2036,15587
10.56.115.7,4723,1043,5766
10.56.115.70,1558,334,1892
10.56.115.72,501,449,950
10.56.115.73,55913,33398,89311
10.56.115.74,267159728,1961399571,2228559299
10.56.115.75,6597,12778,19375
10.56.115.78,487128,403653,890781
10.56.115.8,140560884,1393605598,1534166482
10.56.115.82,353360,2012514,2365874
10.56.115.83,27854,8662,36516
10.56.115.84,223880572,1356309870,1580190442
10.56.115.86,50151,106635,156786
10.56.115.87,2817,2442,5259
10.56.115.88,140938,2189074,2330012
10.56.115.89,6045,196494,202539
10.56.115.91,159643,132999,292642
10.56.115.94,21179,25079,46258
10.56.115.95,550794,438102,988896
10.56.115.96,2594,6059,8653
10.56.115.97,89167,70664,159831
10.56.115.99,18188,61440,79628
10.56.116.3,255760,237396,493156
10.56.116.4,629217,547001,1176218
10.56.118.120,18643,27400,46043
10.56.118.223,38144,29388,67532
10.56.118.95,162099,108812,270911
10.56.12.126,200950,176347,377297
10.56.12.127,280816,5247114,5527930
10.56.12.130,54126,45901,100027
10.56.12.131,28361,30189,58550
10.56.12.148,7392,10405,17797
10.56.12.162,96889,305514,402403
10.56.12.175,1185,838,2023
10.56.12.192,710362,536533,1246895
10.56.12.199,241606,460153,701759
10.56.12.225,2187,2411,4598
10.56.12.250,3985,3896,7881
10.56.12.252,1392,5336,6728
10.56.12.35,489,9121,9610
10.56.12.44,1806,348,2154
10.56.12.55,530075,881078,1411153
10.56.12.67,315706,8224212,8539918
10.56.12.7,12779,1972,14751
10.56.12.82,194565,189132,383697
10.56.12.86,480632,395058,875690
10.56.12.90,535,423,958
10.56.12.95,29415,39030,68445
10.56.12.98,101482,307440,408922
10.56.120.108,729,116,845
10.56.120.110,301403,231067,532470
10.56.120.112,290851,215147,505998
10.56.120.115,9332,11924,21256
10.56.120.116,1064,148,1212
10.56.120.12,228331,293422,521753
10.56.120.126,21626,18721,40347
10.56.120.128,672110,411211,1083321
10.56.120.13,514,463,977
10.56.120.132,94517,248308,342825
10.56.120.136,429,485,914
10.56.120.147,55324,56076,111400
10.56.120.149,1996,6368,8364
10.56.120.154,4107,580,4687
10.56.120.157,141440,78969,220409
10.56.120.16,399999,304555,704554
10.56.120.165,8411,6721,15132
10.56.120.169,3415,4768,8183
10.56.120.171,566,461,1027
10.56.120.179,340841,286180,627021
10.56.120.185,213660,178752,392412
10.56.120.186,11237,29757,40994
10.56.120.189,171377,792165,963542
10.56.120.19,0,0,0
10.56.120.192,202574,176492,379066
10.56.120.196,522,423,945
10.56.120.20,209330,1696900,1906230
10.56.120.206,837585,713846,1551431
10.56.120.208,126242,582486,708728
10.56.120.210,12751,1972,14723
10.56.120.219,20805,31105,51910
10.56.120.225,1207,116,1323
10.56.120.229,347032,303249,650281
10.56.120.231,223854,305802,529656
10.56.120.247,530,418,948
10.56.120.250,259756,337040,596796
10.56.120.251,1263,1459,2722
10.56.120.252,530,422,952
10.56.120.35,244305,205369,449674
10.56.120.37,216127,193184,409311
10.56.120.50,1933,2469,4402
10.56.120.55,205042,167922,372964
10.56.120.56,7160,10135,17295
10.56.120.66,273617,214501,488118
10.56.120.78,334369,754384,1088753
10.56.120.80,316209,270540,586749
10.56.120.82,308,1024,1332
10.56.120.86,572,485,1057
10.56.120.9,391,485,876
10.56.120.90,1076,1885,2961
10.56.120.95,1440,6179,7619
10.56.120.98,171986,116322,288308
10.56.128.104,797,4893,5690
10.56.128.111,363798,264451,628249
10.56.128.128,1492,1178,2670
