ip,uplink_length,downlink_length,sum_length
119.97.168.11,2128294,4630,2132924
119.97.168.168,64252,3148,67400
119.97.168.178,237312,5527,242839
119.97.168.179,329771,41159,370930
119.97.168.22,9272434,6721,9279155
119.97.168.23,2184495,6358,2190853
119.97.168.246,0,0,0
119.97.168.40,444158,37043,481201
119.97.168.52,401943,22998,424941
119.97.174.48,6322,2423,8745
119.97.174.53,0,23,23
119.97.200.105,16560,454,17014
119.97.217.8,12202,1132,13334
119.97.225.17,674036,5472,679508
119.97.228.192,500,899,1399
119.97.238.74,9921,5791,15712
119.97.246.83,0,68,68
119.97.248.45,161574,7934,169508
119.97.88.33,115,225,340
119.97.98.193,7187,1758222,1765409
119.98.187.150,16491,111,16602
119.98.19.39,170,124,294
119.98.40.212,27005,1143,28148
119.98.42.225,0,200,200
119.98.85.50,102,200,302
119.99.150.76,512,932,1444
119.99.191.195,76,134,210
119.99.204.78,19078,106,19184
119.99.207.105,41,151,192
119.99.55.172,9537,53,9590
119.99.65.38,9537,53,9590
119.99.72.203,310,600,910
12.111.223.76,471,673,1144
12.129.199.106,3710,2697,6407
12.129.199.107,61600,30722,92322
12.129.199.108,2024,469,2493
12.129.199.110,1928,1293,3221
12.129.199.111,80248,34693,114941
12.129.210.76,7245,5839,13084
12.130.131.131,726,2313,3039
12.130.131.218,363,1216,1579
12.130.132.35,3929177,10149,3939326
12.130.81.223,0,0,0
12.130.81.233,954,1424,2378
12.144.20.55,198429,652,199081
12.87.133.5,0,216,216
120.0.126.50,204,4344,4548
120.0.179.228,0,130,130
120.0.96.32,129,506,635
120.11.131.220,58913,2022,60935
120.11.20.36,0,68,68
120.12.226.243,0,68,68
120.12.32.107,41,151,192
120.12.37.238,41,151,192
120.131.127.55,94801,71883,166684
120.131.127.56,164356,110308,274664
120.131.127.57,31297,65288,96585
120.131.127.58,56916,113287,170203
120.131.127.59,56479,98457,154936
120.131.127.60,91258,97425,188683
120.131.127.61,136262,149451,285713
120.131.128.216,542,255,797
120.131.64.121,1381,681,2062
120.131.64.122,186,674,860
120.131.64.157,7084,862,7946
120.131.66.214,14425,522,14947
120.131.66.31,1339,1337,2676
120.131.70.67,640,826,1466
120.132.136.125,29351,4260,33611
120.132.144.32,402,454,856
120.132.144.52,17007,5992,22999
120.132.144.90,10923,420,11343
120.132.146.115,55200,908,56108
120.132.146.116,46920,1140,48060
120.132.146.117,41400,678,42078
120.132.146.118,41400,687,42087
120.132.154.124,350,387,737
120.132.32.46,1201116,148944,1350060
120.132.32.48,1882,4362,6244
120.132.34.30,514773,844523,1359296
120.132.34.31,468734,491725,960459
120.132.34.32,17600267,4239720,21839987
120.132.34.33,16027557,3118335,19145892
120.132.34.34,2630922,64922,2695844
120.132.34.35,2702769,72707,2775476
120.132.34.36,138306,29204,167510
120.132.34.37,60452,10682,71134
120.132.34.46,715626,254599,970225
120.132.34.47,854519,118311,972830
120.132.36.175,22988,3977,26965
120.132.36.98,10508,2157,12665
120.132.37.48,16770,2630,19400
120.132.37.50,71520,922,72442
120.132.37.51,1636,265,1901
120.132.46.87,829,857,1686
120.132.46.88,871,453,1324
120.132.49.244,61660,40894,102554
120.132.50.0,67369,52137,119506
120.132.51.143,20207,12748,32955
120.132.51.15,67765,53114,120879
120.132.51.16,1713,132721,134434
120.132.51.203,582,1027,1609
120.132.52.46,373993,330489,704482
120.132.53.166,86907,54000,140907
120.132.53.220,20719,12631,33350
120.132.53.49,2740,880,3620
120.132.53.57,1445218,28210,1473428
120.132.53.58,1158027,34320,1192347
120.132.53.59,1634474,11943,1646417
120.132.53.60,1226481,24546,1251027
120.132.53.61,2184555,61435,2245990
120.132.53.62,635347,36130,671477
120.132.53.64,814452,34682,849134
120.132.53.65,3304456,32143,3336599
120.132.53.66,1609815,1051,1610866
120.132.54.146,1704173,2692495,4396668
120.132.54.95,166262,2551,168813
120.132.58.29,52891,92745,145636
120.132.58.30,85492,133253,218745
120.132.59.207,6047,2468,8515
120.132.61.48,114,18,132
120.132.64.167,6329982,3907217,10237199
120.132.64.168,4637135,2670266,7307401
120.132.65.253,182850,5794,188644
120.132.66.8,19541,10238,29779
120.132.68.140,157254,67322,224576
120.132.68.252,3045,1495,4540
120.132.72.74,508,1150,1658
120.132.77.142,0,0,0
120.132.77.236,6060,1936,7996
120.132.87.73,185898,11191,197089
120.134.33.14,5941,2930,8871
120.134.33.15,3656,2002,5658
120.134.33.34,16053,30164,46217
120.134.33.83,357140,63340,420480
120.136.160.19,348431,157368,505799
120.142.194.44,53032,108230,161262
120.15.232.28,68,115,183
120.192.100.12,2560,225,2785
120.192.170.202,6856,450,7306
120.192.27.160,15180,452,15632
120.192.80.244,1034453,128308,1162761
120.193.10.110,105,4796,4901
120.193.146.98,20815,747,21562
120.194.136.60,41,143,184
120.194.152.41,17940,470,18410
120.194.154.89,85,98,183
120.194.57.203,548,716,1264
120.196.169.200,19320,450,19770
120.196.210.106,124,187,311
120.196.210.118,6417,2299,8716
120.196.210.119,8827,3733,12560
120.196.210.87,25,21,46
120.196.212.154,0,0,0
120.196.212.79,8600,7375,15975
120.196.212.92,2994,2783,5777
120.196.212.99,265708,232191,497899
120.197.233.126,6295,11263,17558
120.197.233.131,97,116,213
120.197.233.144,2641,822,3463
120.197.235.46,214103,16864,230967
120.197.235.81,788,1164,1952
120.197.248.229,2023,3897,5920
120.197.249.55,15180,454,15634
120.197.94.72,1406,582,1988
120.198.189.105,0,0,0
120.198.189.122,7247,2902,10149
120.198.189.23,81,81,162
120.198.191.76,251648,251648,503296
120.198.199.177,25,21,46
120.198.201.165,21,3070,3091
120.198.203.153,0,2636,2636
120.198.203.157,40576,17018,57594
120.198.203.172,0,550,550
120.198.203.173,23661,3493,27154
120.198.233.30,0,10648,10648
120.198.244.37,0,1238,1238
120.203.214.212,6505,10789,17294
120.203.214.223,6259,4246,10505
120.203.216.139,756,456,1212
120.203.230.201,451326,5442,456768
120.204.201.210,143,349,492
120.209.136.185,871535,2842,874377
120.216.156.129,376,115,491
120.216.43.254,0,68,68
120.216.8.74,9741,137,9878
120.217.201.235,0,68,68
120.217.235.14,0,68,68
120.218.12.132,0,0,0
120.218.15.51,0,68,68
120.218.169.0,98468,188,98656
120.218.90.155,0,0,0
120.219.241.54,0,68,68
120.219.85.90,0,68,68
120.24.103.149,30044,800,30844
120.24.166.210,1609,2441,4050
120.24.171.151,8973,4296,13269
120.24.216.38,1133714,23833,1157547
120.24.222.18,0,0,0
120.24.58.187,189589,7000,196589
120.24.66.124,225779,20311,246090
120.24.71.23,406953,15353,422306
120.24.73.64,27600,460,28060
120.24.76.150,82080,7457,89537
120.24.82.108,263307,57711,321018
120.24.90.114,128076,3748,131824
120.25.112.13,406580,5875,412455
120.25.135.43,172,332,504
120.25.202.234,4860,5139,9999
120.25.208.195,16560,452,17012
120.25.213.99,95021,255,95276
120.25.239.198,102,549,651
120.26.0.190,2022,1961,3983
120.26.0.218,9312,5109,14421
120.26.1.52,0,0,0
120.26.1.68,137226,1100,138326
120.26.100.42,264,344,608
120.26.114.207,4545,681,5226
120.26.150.157,560078,441301,1001379
120.26.150.166,35357,16660,52017
120.26.150.193,49641,14549,64190
120.26.151.153,982929,742411,1725340
120.26.151.220,1329,143,1472
120.26.152.233,1360132,928408,2288540
120.26.154.204,1288,4058,5346
120.26.154.227,64098,71394,135492
120.26.38.16,21635,3342,24977
120.26.38.167,61290,844,62134
120.26.40.152,4764517,424737,5189254
120.26.40.201,0,459,459
120.26.70.220,726,403,1129
120.26.80.52,446780,32163,478943
120.27.29.62,164335,9376,173711
120.27.30.184,857605,20220,877825
120.27.33.148,855446,16283,871729
120.27.35.36,453798,9574,463372
120.27.38.53,5320,348,5668
120.27.41.157,32406,1210,33616
120.27.42.35,24840,452,25292
120.27.45.205,24323,3690,28013
120.27.45.98,95773,20912,116685
120.27.55.76,432,358,790
120.28.86.159,16100,16000,32100
120.31.128.21,7565,1918,9483
120.31.129.145,13147,684,13831
120.31.130.153,0,0,0
120.31.130.156,0,0,0
120.31.130.157,0,0,0
120.31.132.198,19496,1471,20967
120.31.132.76,82955,4356,87311
120.31.134.127,73092,8293,81385
120.31.134.129,630035,112667,742702
120.31.134.131,41207,22722,63929
120.32.153.152,1427,511,1938
120.32.192.135,196862,387,197249
120.32.210.217,4048,6165,10213
120.32.211.94,213390,735,214125
120.32.213.161,39945,2333,42278
120.32.253.71,475,313,788
120.32.44.204,645,3043,3688
120.33.100.165,9537,53,9590
120.33.126.45,203,401,604
120.33.174.60,206,402,608
120.33.25.61,2297,75279,77576
120.33.50.105,0,0,0
120.33.50.138,0,0,0
120.33.50.151,6612,2128,8740
120.34.121.57,37298,149,37447
120.34.243.95,238,154,392
120.34.251.175,3460,2418,5878
120.34.54.171,82453,1141,83594
120.34.59.230,9537,53,9590
120.34.60.167,1610,225,1835
120.35.0.3,9537,53,9590
120.35.116.216,389753,33610,423363
120.35.188.99,16489,109,16598
120.35.204.111,115,115,230
120.35.4.28,1728,480,2208
120.35.62.134,93,93,186
120.36.250.120,0,68,68
120.36.67.27,716,1308,2024
120.37.107.39,7060,100,7160
120.37.243.206,155983,10459,166442
120.38.247.214,9537,53,9590
120.39.106.227,50358,3275,53633
120.39.211.39,512,930,1442
120.39.216.83,14149,8925,23074
120.39.229.131,420,281,701
120.39.243.171,6100,4663,10763
120.39.245.143,318,302,620
120.39.245.147,0,0,0
120.39.245.203,2981030,25241,3006271
120.39.245.204,104303,606,104909
120.39.245.36,8427,15145,23572
120.39.3.105,41,143,184
120.39.70.249,49693,73,49766
120.39.87.242,235,158,393
120.4.153.213,41,151,192
120.40.146.139,200,82100,82300
120.40.195.118,240,155,395
120.40.4.122,907,553,1460
120.40.88.49,715,464,1179
120.41.0.72,1124,130,1254
120.41.123.241,715,462,1177
120.41.23.124,454,279,733
120.41.48.19,11710,11179,22889
120.41.73.14,408,746,1154
120.42.152.45,0,190,190
120.42.178.20,474,309,783
120.42.216.59,4923,836151,841074
120.42.48.183,238,153,391
120.42.90.188,452,276,728
120.43.225.184,104,202,306
120.43.29.97,0,68,68
120.43.66.208,16560,452,17012
120.5.90.14,0,204,204
120.52.23.199,321991,35198,357189
120.52.32.50,103843,20121,123964
120.52.32.53,9154828,145347,9300175
120.55.99.203,247906,21777,269683
120.68.127.132,237,158,395
120.68.176.133,15092,2889889,2904981
120.68.193.200,118635,1368,120003
120.68.204.97,358,246041,246399
120.68.225.173,102,200,302
120.68.23.17,1465,102,1567
120.68.236.78,1732,454,2186
120.68.236.83,55200,1130,56330
120.69.100.217,9537,53,9590
120.69.175.159,2838,192070,194908
120.69.175.165,5272,970195,975467
120.69.180.14,0,52,52
120.69.196.72,9537,49,9586
120.69.206.25,8542,964,9506
120.70.113.171,9537,53,9590
120.70.3.4,425,246,671
120.70.76.51,41,151,192
120.70.90.206,9541,53,9594
120.71.117.42,5913,3959,9872
120.71.215.166,849,26880,27729
120.71.231.31,22143,132,22275
120.71.231.59,19074,105,19179
120.71.241.76,8280,49,8329
120.71.79.255,292,215,507
120.71.84.128,107,16487,16594
120.8.104.93,12514,247,12761
120.8.153.75,82,302,384
120.8.241.197,41,143,184
120.82.153.212,41,151,192
120.87.143.224,4444,302,4746
120.87.157.170,1111,1494,2605
120.9.95.191,1504,922,2426
120.92.246.179,23528,444,23972
120.92.253.73,0,1191,1191
121.10.117.71,64152,1578,65730
121.10.120.109,9198,4384,13582
121.10.120.122,738,1292,2030
121.10.120.148,346,116,462
121.10.120.198,148935,31793,180728
121.10.120.36,354,8171,8525
121.10.120.38,80328,84169,164497
121.10.120.39,544,40756,41300
121.10.120.40,870,594,1464
121.10.120.46,1164,945,2109
121.10.120.62,1317,10290,11607
121.10.120.66,10458,165700,176158
121.10.139.62,11040,450,11490
121.10.140.100,106006,26410,132416
121.10.140.114,45623,5867,51490
121.10.140.39,139880,11119,150999
121.10.140.49,13842,468,14310
121.10.140.74,33572,5562,39134
121.10.140.76,31902,11282,43184
121.10.141.143,153639,16359,169998
121.10.141.146,41906,7058,48964
121.10.141.184,6087,728,6815
121.10.141.255,20080,1358,21438
121.10.141.48,198123,3894,202017
121.10.141.60,8127,3893,12020
121.10.141.92,62910,7449,70359
121.10.143.126,158876,1568,160444
121.10.143.155,17117,3650,20767
121.10.143.18,90179,8016,98195
121.10.143.188,238634,14510,253144
121.10.143.19,780,335,1115
121.10.143.20,1358277,47608,1405885
121.10.143.22,11505,3316,14821
121.10.143.48,1468,397,1865
121.10.143.52,555791,91957,647748
121.10.143.71,3237097,71365,3308462
121.10.143.97,439063,383642,822705
121.10.172.92,41798,3481,45279
121.10.173.237,7259,1866,9125
121.10.173.239,35827,6188,42015
121.10.173.24,1229857,59964,1289821
121.10.173.240,105489,1401,106890
121.10.173.254,12065,3190,15255
121.10.173.34,232801,137081,369882
121.10.173.44,21850,448,22298
121.10.241.100,7838,378,8216
121.10.241.75,1107480,4144,1111624
121.10.241.78,5540,1624,7164
121.10.241.81,899078,3805,902883
121.10.241.84,189341,9354,198695
121.10.241.86,1862,7526,9388
121.10.241.94,66240,1535,67775
121.10.245.206,1257,1742,2999
121.10.245.218,487,442,929
121.10.247.186,20796,6553,27349
121.10.247.194,31818,8852,40670
121.10.26.106,16290,5384,21674
121.10.26.16,0,0,0
121.10.26.76,43364,155,43519
121.10.26.77,1014,881,1895
121.10.26.78,9978,361,10339
121.10.26.85,2709,2444,5153
121.10.26.86,269730,16967,286697
121.10.78.104,32421,5412,37833
121.10.86.103,1443,3340,4783
121.10.88.41,720,1300,2020
121.101.217.103,13274,26098,39372
121.11.12.52,2216,98,2314
121.11.138.120,512,1004,1516
121.11.144.165,344885,8303,353188
121.11.156.82,16560,462,17022
121.11.254.30,57260,8174,65434
121.11.66.148,2051085,154038,2205123
121.11.66.154,3299640,160767,3460407
121.11.66.155,3070573,110772,3181345
121.11.66.156,48470,12352,60822
121.11.67.100,1956,4623,6579
121.11.69.186,11421,1129,12550
121.11.76.131,191839,2427,194266
121.11.76.132,453081,3325,456406
121.11.76.95,17940,450,18390
121.11.76.99,7744,450,8194
121.11.79.154,10584,7616,18200
121.12.117.71,45148,8181,53329
121.12.118.26,0,0,0
121.12.118.8,4930,655,5585
121.12.120.79,127994,363699,491693
121.12.120.81,677736,315794,993530
121.12.120.84,5336,4334,9670
121.12.120.87,74269,139775,214044
121.12.121.237,273,621,894
121.12.125.222,12508,448,12956
121.12.150.141,31740,672,32412
121.12.170.184,640669,13572,654241
121.12.173.33,1468,263,1731
121.12.184.62,19085,106,19191
121.12.234.103,3021,561861,564882
121.12.243.120,56176,153,56329
121.127.238.217,2908,2283,5191
121.127.250.82,6199,822,7021
121.127.254.29,1398,374,1772
121.13.174.83,16561,36,16597
121.131.137.211,19517,51678,71195
121.14.1.194,15534336,18199,15552535
121.14.1.195,16810468,82841,16893309
121.14.1.235,3376,452,3828
121.14.1.25,1820,5288,7108
121.14.117.207,177782,4098,181880
121.14.123.16,0,0,0
121.14.125.26,4046293,804789,4851082
121.14.125.36,34309,38080,72389
121.14.125.57,16719,3622,20341
121.14.127.103,84527,7550,92077
121.14.127.106,307,504,811
121.14.127.107,22466,3316,25782
121.14.127.120,10484,469,10953
121.14.127.131,94566,5969,100535
121.14.129.246,66317,12406,78723
121.14.133.161,48641,60641,109282
121.14.133.162,13534,21478,35012
121.14.133.163,335,472,807
121.14.133.192,0,0,0
121.14.133.193,6619,24228,30847
121.14.137.116,1240,1246,2486
121.14.137.121,105,3597,3702
121.14.159.200,0,385,385
121.14.161.131,151,814,965
121.14.194.156,23460,454,23914
121.14.195.76,48580,818,49398
121.14.199.220,41127,1216,42343
121.14.199.71,10240,675,10915
121.14.211.222,136284,2250,138534
121.14.220.13,956182,62159,1018341
121.14.220.57,1435,266,1701
121.14.24.246,960,698,1658
121.14.241.71,102982,68025,171007
121.14.241.73,38162,28191,66353
121.14.241.80,106811,7572,114383
121.14.241.81,115185,9008,124193
121.14.241.87,6500,19287,25787
121.14.241.88,5067,16627,21694
121.14.241.92,33449,30658,64107
121.14.247.126,2266318,412117,2678435
121.14.247.129,851593070,22322906,873915976
121.14.25.170,5541,10862,16403
121.14.32.216,758690,88043,846733
121.14.32.223,26781,27642,54423
121.14.32.224,19246,18641,37887
121.14.32.245,78440,28096,106536
121.14.32.247,17570,7457,25027
121.14.33.3,398777,118284,517061
121.14.36.74,174183,10705,184888
121.14.36.75,36220,1540,37760
121.14.36.77,78807,1530,80337
121.14.36.80,2972,3723,6695
121.14.39.18,22588,7434,30022
121.14.39.24,44464,719517,763981
121.14.39.32,3792,3007,6799
121.14.39.42,16788,84280,101068
121.14.43.237,71823,1656,73479
121.14.46.126,44227,90499,134726
121.14.46.172,23460,448,23908
121.14.46.211,176930,156734,333664
121.14.47.181,1343478,23142,1366620
121.14.5.111,862778,463887,1326665
121.14.53.134,5244,3226,8470
121.14.53.142,7850,4496,12346
121.14.53.153,6290,4484,10774
121.14.53.190,682131,18470,700601
121.14.59.225,14921,401,15322
121.14.59.80,19320,454,19774
121.14.65.218,1024,460,1484
121.14.68.219,1166,7371,8537
121.14.74.162,0,672,672
121.14.74.197,2064,3240,5304
121.14.78.46,174,648,822
121.14.79.100,4128,1704,5832
121.14.79.116,4644,1917,6561
121.14.79.117,4128,1704,5832
121.14.80.100,4472,1846,6318
121.14.80.147,4128,1704,5832
121.14.80.172,4644,1917,6561
121.14.80.175,4644,1917,6561
121.14.80.177,4816,1988,6804
121.14.80.40,4472,1846,6318
121.14.82.140,196,134,330
121.14.82.149,1312,2860,4172
121.14.82.164,2296,6028,8324
121.14.82.22,2706578,54026,2760604
121.14.82.30,2964,17784,20748
121.14.82.31,1482,8892,10374
121.14.82.32,3192,19152,22344
121.143.87.252,737,651,1388
121.145.122.151,105,767,872
121.145.123.47,6647,11936,18583
121.15.114.158,45358,16580,61938
121.15.125.202,307,603,910
121.15.167.144,16560,466,17026
121.15.173.112,45129,22952,68081
121.15.210.10,1789,447,2236
121.15.210.14,24473,2687,27160
121.15.220.158,206442,6846,213288
121.15.253.37,152676,12619,165295
121.15.253.38,557091,41002,598093
121.15.253.42,14224,69841,84065
121.15.253.53,1936074,65724,2001798
121.15.253.54,278693,21646,300339
121.15.48.196,16482,165,16647
121.15.9.234,43411,20794,64205
121.152.88.182,9893,201866,211759
121.158.188.89,92107,31852,123959
121.167.46.213,981,393,1374
121.17.30.26,19320,462,19782
121.17.47.10,31740,916,32656
121.18.139.207,2700713,14438,2715151
121.18.211.56,213,460,673
121.18.211.85,485628,5055,490683
121.18.231.94,18564,914,19478
121.18.231.97,979,843,1822
121.18.239.145,422784,386,423170
121.18.239.245,448097,598,448695
121.19.220.38,258,956,1214
121.191.186.145,15188,22313,37501
121.193.130.45,16630,454,17084
121.193.130.66,42780,922,43702
121.194.12.100,28114,16618,44732
121.194.12.116,77673,3193,80866
121.194.12.117,8280,234,8514
121.194.12.128,42001,16702,58703
121.194.160.6,417821,493064,910885
121.194.7.245,2218,741,2959
121.195.178.62,2802,4014,6816
121.195.187.110,765,1808,2573
121.195.187.111,153,411,564
121.195.187.112,306,472,778
121.195.187.113,460,1149,1609
121.195.187.114,459,940,1399
121.195.187.13,306,738,1044
121.195.187.14,1075,2797,3872
121.195.187.15,459,843,1302
121.195.187.16,306,654,960
121.195.187.17,461,780,1241
121.196.128.159,396,177,573
121.196.36.53,55200,1130,56330
121.196.37.122,19320,452,19772
121.196.37.135,60720,1145,61865
121.196.37.37,38194,942,39136
121.196.39.59,39678,828,40506
121.196.40.174,56580,1130,57710
121.196.40.19,42780,1125,43905
121.196.40.74,16560,468,17028
121.196.41.25,29025,1110,30135
121.197.0.200,7331,1847,9178
121.197.1.198,9954,464,10418
121.197.10.174,19224,1308,20532
121.197.13.223,16080,444,16524
121.197.14.107,2646,370,3016
121.197.14.242,24872,462,25334
121.197.2.66,1860,1128,2988
121.197.3.136,659550,8507,668057
121.197.60.131,48300,900,49200
121.197.63.41,32360,1160,33520
121.197.9.122,17152,450,17602
121.198.10.89,16560,446,17006
121.198.137.141,15310,458,15768
121.198.142.218,286338,192898,479236
121.198.151.171,49680,1350,51030
121.198.152.175,765731,24570,790301
121.198.156.140,27600,773,28373
121.198.156.86,54089,853,54942
121.198.163.204,23460,460,23920
121.198.171.216,29522,458,29980
121.198.38.36,5307,274,5581
121.198.5.147,49401,4800,54201
121.198.86.154,95766,1125,96891
121.199.0.175,19028,4071,23099
121.199.0.212,23460,454,23914
121.199.10.238,32532,1766,34298
121.199.10.67,1260065,55547,1315612
121.199.11.145,9901,1378,11279
121.199.12.127,5974,3196,9170
121.199.12.31,205983,6316,212299
121.199.14.254,11040,458,11498
121.199.15.239,86023,836,86859
121.199.16.225,26933,702,27635
121.199.19.12,30627,418,31045
121.199.19.20,41816,1125,42941
121.199.2.194,52011,6967,58978
121.199.20.37,2453,4023,6476
121.199.20.65,2271,774,3045
121.199.22.135,33120,920,34040
121.199.24.148,303368,41159,344527
121.199.24.56,1464,1549,3013
121.199.25.48,147060,5114,152174
121.199.251.132,0,0,0
121.199.251.137,1499865,1229803,2729668
121.199.251.249,784868,787828,1572696
121.199.26.133,11040,450,11490
121.199.26.188,0,0,0
121.199.26.70,13880,2740,16620
121.199.27.28,322400,9949,332349
121.199.27.64,27600,468,28068
121.199.28.29,8959,3702,12661
121.199.30.155,311589,2290,313879
121.199.32.226,24840,454,25294
121.199.33.166,17940,454,18394
121.199.33.54,1514,853,2367
121.199.34.7,23460,450,23910
121.199.35.107,95120,372,95492
121.199.35.209,41186,888,42074
121.199.35.61,1319027,51320,1370347
121.199.37.131,9875,182,10057
121.199.41.151,109347,1791,111138
121.199.41.234,67620,1130,68750
121.199.45.246,13163,301,13464
121.199.46.184,7939,1201,9140
121.199.48.56,299478,2475,301953
121.199.48.83,522,262,784
121.199.49.187,28848,82727,111575
121.199.5.45,42889,747,43636
121.199.51.226,16560,448,17008
121.199.53.120,1300,344,1644
121.199.55.128,15187,2233,17420
121.199.56.233,355188,11446,366634
121.199.59.154,451830,5331,457161
121.199.63.195,4024,1941,5965
121.199.64.166,71195,45652,116847
121.199.66.133,41400,684,42084
121.199.7.79,209808,6890,216698
121.199.7.84,23256,791,24047
121.199.8.226,17940,450,18390
121.199.9.169,26220,452,26672
121.199.9.189,3928,1530,5458
121.20.10.242,41,151,192
121.20.19.117,41,143,184
121.20.227.31,41,151,192
121.201.0.79,1506056,83356,1589412
121.201.0.80,1679457,288709,1968166
121.201.104.196,81323,5786,87109
121.201.105.139,95852,18094,113946
121.201.105.144,41538,147346,188884
121.201.12.102,688,1024,1712
121.201.13.107,1923,2555,4478
121.201.14.155,2514,2802,5316
121.201.14.229,19992,14162,34154
121.201.14.42,2428,3047,5475
121.201.14.69,2543534,139413,2682947
121.201.15.243,2070,2494,4564
121.201.16.191,922,654,1576
121.201.17.138,8990039,625419,9615458
121.201.19.205,325250,7244,332494
121.201.3.197,0,5357,5357
121.201.36.9,198451,13826,212277
121.201.48.16,218272,53385,271657
121.201.48.17,62975,17232,80207
121.201.5.14,6529,269,6798
121.201.5.74,186118,23262,209380
121.201.52.229,676492,56249,732741
121.201.8.128,1239,1622,2861
121.201.8.134,52262,25060,77322
121.201.8.35,16419,1500,17919
121.201.9.96,1380,1268,2648
121.204.179.125,1528,1350889,1352417
121.204.207.225,204,601,805
121.204.28.141,306,802,1108
121.205.163.202,9915,2122,12037
121.205.163.245,287491,772,288263
121.205.163.254,1402,1375,2777
121.205.230.110,16558,33,16591
121.205.247.5,119456,285,119741
121.205.75.148,467,303,770
121.205.88.253,16560,460,17020
121.206.176.194,204,400,604
121.206.33.255,241,153,394
121.207.130.62,548,1746,2294
121.207.15.117,41,143,184
121.207.164.247,202,124,326
121.207.169.108,415,930,1345
121.207.226.140,19320,681,20001
121.207.226.208,26220,681,26901
121.207.228.123,89273,11542,100815
121.207.230.205,24840,678,25518
121.207.232.146,8280,226,8506
121.207.232.17,13212,678,13890
121.207.232.179,8280,226,8506
121.207.246.74,132730,569,133299
121.207.252.138,13800,977,14777
121.207.252.188,9911,31109,41020
121.207.252.189,8384,26857,35241
121.207.252.240,13036,12158,25194
121.207.254.137,385,182,567
121.207.254.46,9052,1277,10329
121.207.254.80,47398,6674,54072
121.207.64.114,104,200,304
121.21.108.235,82,302,384
121.21.63.162,308,5412,5720
121.22.6.7,19320,452,19772
121.222.148.134,397,1533,1930
121.224.103.170,5727,19689,25416
121.224.121.3,757,1446,2203
121.224.151.13,3058,5430,8488
121.224.20.225,9537,53,9590
121.224.248.252,0,68,68
121.224.97.212,0,190,190
121.225.182.170,17036,223,17259
121.225.234.44,41,143,184
121.225.243.192,474,307,781
121.225.249.12,250135,9288,259423
121.225.252.128,0,68,68
121.225.254.106,102,200,302
121.225.83.122,103,199,302
121.226.229.202,2167,1332,3499
121.226.43.42,9545,53,9598
121.226.52.222,960,124300,125260
121.226.68.91,238,158,396
121.227.107.174,12297,102,12399
121.227.149.220,0,0,0
121.227.226.75,49286,137,49423
121.227.246.22,0,68,68
121.227.29.72,9537,53,9590
121.227.45.253,9537,49,9586
121.228.113.3,407,804,1211
121.228.209.52,237,158,395
121.228.215.232,115399,1904,117303
121.228.222.190,9537,49,9586
121.228.225.86,5745462,142014,5887476
121.228.64.220,3095,2013,5108
121.228.76.55,204,400,604
121.229.103.12,236,747,983
121.229.11.230,947,415,1362
121.229.18.130,513,999,1512
121.229.188.218,1019932,1975,1021907
121.229.188.42,1771941,28414,1800355
121.229.190.52,104,199,303
121.229.198.237,239,157,396
121.229.203.43,214598,873,215471
121.229.215.198,131,546,677
121.229.54.8,41,143,184
121.229.66.89,9537,53,9590
121.23.230.27,9881,1078,10959
121.23.235.254,41,151,192
121.230.149.108,1447,2325,3772
121.230.209.194,236,153,389
121.230.224.192,307,599,906
121.230.232.234,9537,53,9590
121.230.246.245,8366,120,8486
121.230.54.191,903,557,1460
121.231.116.133,19074,105,19179
121.231.119.140,0,202,202
121.231.20.138,23462,107,23569
121.231.33.136,9537,53,9590
121.231.50.79,627,131339,131966
121.231.77.25,2226,115,2341
121.231.9.44,91,91,182
121.232.15.63,205,371,576
121.232.188.29,9537,53,9590
121.232.205.93,2760,53,2813
121.232.229.165,2153,826,2979
