ip,uplink_length,downlink_length,sum_length
121.232.242.48,9537,53,9590
121.232.254.206,206,373,579
121.233.105.13,41,151,192
121.233.11.9,0,179,179
121.233.170.75,11124,96,11220
121.233.173.20,9537,53,9590
121.233.175.36,475,312,787
121.233.176.10,694,434,1128
121.233.18.59,9537,53,9590
121.233.199.32,201,123,324
121.233.212.38,10091,11009621,11019712
121.233.220.187,2374,1604,3978
121.233.86.112,0,604,604
121.234.103.104,2724,1663,4387
121.234.17.164,204,398,602
121.234.253.90,11040,106,11146
121.234.58.101,248,181,429
121.234.98.204,86,120,206
121.235.206.195,306798,2738,309536
121.235.213.197,308,602,910
121.235.218.12,102,594,696
121.235.233.105,9537,53,9590
121.236.11.50,484,312,796
121.236.167.122,716,1303,2019
121.236.176.151,308,599,907
121.236.197.4,8426438,132236,8558674
121.236.252.183,9537,53,9590
121.236.36.95,205,374,579
121.236.83.88,104,200,304
121.236.97.211,1309,1018,2327
121.237.104.217,113235,2685,115920
121.237.140.133,4995,2838540,2843535
121.237.175.167,943,3379,4322
121.237.224.117,719,1394,2113
121.237.231.106,479,311,790
121.237.25.31,920,1370,2290
121.237.62.15,527,1054,1581
121.237.83.43,161002,722079,883081
121.238.105.122,216,123,339
121.238.119.164,213,125,338
121.238.12.99,9541,53,9594
121.238.143.39,2816,1696,4512
121.238.170.171,0,190,190
121.238.172.87,213,125,338
121.238.227.186,16955,169,17124
121.238.32.120,2646,89253538,89256184
121.239.116.205,101,200,301
121.239.121.244,0,53,53
121.239.165.20,561,430,991
121.239.18.239,1142,934,2076
121.239.182.183,8438,41,8479
121.239.191.80,204,123,327
121.239.253.69,103,201,304
121.239.39.66,482,880733,881215
121.239.64.219,41,143,184
121.239.75.106,9537,52,9589
121.239.83.143,501,338,839
121.248.63.96,444,259,703
121.25.111.159,41,151,192
121.25.126.2,41,143,184
121.254.166.85,46166,6374,52540
121.254.246.16,19320,454,19774
121.26.200.155,24840,678,25518
121.28.10.121,16560,452,17012
121.28.150.56,16560,498,17058
121.28.179.16,6900,229,7129
121.28.37.103,12420,452,12872
121.30.152.32,291,474,765
121.30.196.40,39002,6844,45846
121.31.19.76,13179,1155,14334
121.31.25.113,519,68,587
121.31.25.212,0,136,136
121.31.255.136,47565,8081,55646
121.31.55.218,41,151,192
121.32.26.104,3369,264,3633
121.32.59.62,206,172,378
121.32.98.108,134932,46168,181100
121.33.119.92,103,185,288
121.33.121.95,1486,4427,5913
121.33.172.99,104,201,305
121.33.193.123,15139,23556,38695
121.33.200.103,32420,687,33107
121.33.234.185,2851,557,3408
121.33.238.117,26784,672,27456
121.34.102.105,41,143,184
121.34.116.13,1413,925,2338
121.34.124.75,513,1117,1630
121.34.179.210,307,599,906
121.34.18.164,156,23,179
121.34.248.217,730,454,1184
121.34.253.145,32212,2966,35178
121.34.253.170,930272,59954,990226
121.35.149.2,4352,418335,422687
121.35.18.119,614,1202,1816
121.35.213.85,139,139,278
121.35.219.14,12958,907278,920236
121.35.225.24,252,547446,547698
121.35.24.78,407,795,1202
121.35.35.182,9537,53,9590
121.35.56.174,306,602,908
121.35.68.246,104,199,303
121.35.87.45,83034,217,83251
121.40.101.74,3197,420,3617
121.40.106.220,77824,856,78680
121.40.109.57,637744,17360,655104
121.40.113.131,24840,446,25286
121.40.113.35,10512,372,10884
121.40.121.218,340,1601,1941
121.40.125.191,61057,413,61470
121.40.125.28,21918,1818,23736
121.40.130.6,69720,1130,70850
121.40.130.85,63011,2890,65901
121.40.132.195,31909,431,32340
121.40.136.217,11572,1086,12658
121.40.137.39,38605,2350,40955
121.40.139.216,8894,892,9786
121.40.140.58,105973,16852,122825
121.40.142.130,306644,2720,309364
121.40.148.21,196002194,41245244,237247438
121.40.149.124,1380,1709,3089
121.40.149.253,7904,9634,17538
121.40.150.108,7044,1239,8283
121.40.151.98,251951,28100,280051
121.40.152.202,0,10584,10584
121.40.152.78,4156,2470,6626
121.40.154.76,1393,265,1658
121.40.156.48,581666,19684,601350
121.40.158.130,4080,1245,5325
121.40.158.175,2423,1548,3971
121.40.159.67,132459,7284,139743
121.40.168.187,178409,18186,196595
121.40.173.110,642,829,1471
121.40.174.242,164360,29512,193872
121.40.175.2,262480,16190,278670
121.40.176.101,139919,3834,143753
121.40.179.104,8815,3412,12227
121.40.180.195,12275,2803,15078
121.40.188.82,39,180,219
121.40.189.159,84414,9048,93462
121.40.189.2,276839,15443,292282
121.40.189.46,11012,3625,14637
121.40.19.1,93842,2182,96024
121.40.190.177,16560,448,17008
121.40.190.193,100401,89509,189910
121.40.194.140,41011,3980,44991
121.40.196.32,149,364,513
121.40.204.134,12376,448,12824
121.40.207.125,1581000,125312,1706312
121.40.207.229,18393,3809,22202
121.40.209.227,22080,458,22538
121.40.210.227,368,528,896
121.40.211.86,0,0,0
121.40.212.144,10687,1211,11898
121.40.212.241,73535,2048,75583
121.40.216.121,5293,1988,7281
121.40.218.109,3933,1323,5256
121.40.222.190,176682,7097,183779
121.40.236.32,6373,5606,11979
121.40.3.41,339684,4611,344295
121.40.3.70,2625,3547,6172
121.40.30.212,16560,450,17010
121.40.32.110,0,29950,29950
121.40.34.62,1500,792,2292
121.40.53.212,2118,2398,4516
121.40.54.211,10089,941,11030
121.40.54.229,6076,3756,9832
121.40.59.142,1639315,5682,1644997
121.40.61.61,19413,944,20357
121.40.70.35,23460,448,23908
121.40.71.14,85062,8612,93674
121.40.73.56,256924297,35404202,292328499
121.40.74.175,402,173,575
121.40.74.176,164622,10280,174902
121.40.74.205,1487139,45276,1532415
121.40.75.214,75825,6341,82166
121.40.75.89,71740,2480,74220
121.40.76.112,109020,1828,110848
121.40.77.168,52440,866,53306
121.40.81.12,44920,849,45769
121.40.82.105,69256,4006,73262
121.40.82.12,46671,968,47639
121.40.85.193,485008,26729,511737
121.40.87.156,1802914,35447,1838361
121.40.89.185,27600,458,28058
121.40.89.74,116191,4388,120579
121.40.98.107,205888,24982,230870
121.40.98.161,69536,1359,70895
121.41.101.75,24937,3420,28357
121.41.103.185,718,1066,1784
121.41.107.133,38054922,15620220,53675142
121.41.113.63,511510,38100,549610
121.41.114.34,34644,1851,36495
121.41.116.17,9912,4796,14708
121.41.118.171,9642,2132,11774
121.41.121.179,7227,330,7557
121.41.121.42,381,434,815
121.41.123.158,38067,672,38739
121.41.128.162,2036,1734,3770
121.41.160.209,2133415,9037,2142452
121.41.23.177,106,16486,16592
121.41.24.129,52210,1368,53578
121.41.26.125,1380,53,1433
121.41.26.213,18328,44770,63098
121.41.26.37,1239194,64819,1304013
121.41.28.27,10996,454,11450
121.41.29.129,23460,450,23910
121.41.30.33,2353857,290488,2644345
121.41.32.144,33631,8528,42159
121.41.33.225,174051,1816,175867
121.41.38.229,169557,7363,176920
121.41.49.210,1129568,53966,1183534
121.41.51.158,279759,33822,313581
121.41.54.176,1020,23467,24487
121.41.58.199,1966,1190,3156
121.41.59.148,27600,452,28052
121.41.73.196,1424,2017,3441
121.41.73.254,3222,14149,17371
121.41.74.165,426014,6066,432080
121.41.79.26,23457,1101,24558
121.41.88.89,279993,15799,295792
121.41.90.175,206060,3552,209612
121.41.96.147,41400,678,42078
121.42.101.93,11040,460,11500
121.42.102.75,16560,464,17024
121.42.109.184,281347,324260,605607
121.42.13.135,79074,734,79808
121.42.133.175,44048,1512,45560
121.42.134.157,16560,494,17054
121.42.14.72,9698,454,10152
121.42.144.189,19426,456,19882
121.42.157.112,3882,2792,6674
121.42.168.201,46786,9634,56420
121.42.199.151,861758,17101,878859
121.42.199.175,1798843,36339,1835182
121.42.21.150,35987,446,36433
121.42.21.191,1001606,16134,1017740
121.42.27.179,15403,1024,16427
121.42.36.176,1702966,57351,1760317
121.42.36.187,270094,37364,307458
121.42.36.193,1989989,66496,2056485
121.42.36.201,181695,14049,195744
121.42.44.197,439545,9227,448772
121.42.6.172,16560,464,17024
121.42.65.221,2136098,22655,2158753
121.42.66.29,16560,476,17036
121.42.66.75,24840,675,25515
121.42.67.7,1314550,9263,1323813
121.42.68.57,274818,10455,285273
121.42.7.219,17338,940,18278
121.42.7.246,1582,458,2040
121.42.74.199,106619,6139,112758
121.42.77.122,39620,4734,44354
121.42.91.26,185293,28128,213421
121.42.94.139,1883467,24985,1908452
121.42.97.222,16560,460,17020
121.43.154.254,120466,4978,125444
121.43.196.104,36734,897,37631
121.43.196.56,540,706,1246
121.43.229.236,75900,1344,77244
121.43.233.12,138695,8699,147394
121.43.66.113,611787,8727,620514
121.43.66.127,44622,54635,99257
121.43.66.39,206906,3466,210372
121.43.67.207,868319,136053,1004372
121.43.67.30,2295,880,3175
121.43.68.113,0,0,0
121.43.69.108,43389,2785,46174
121.43.69.65,0,0,0
121.43.71.199,9138,340,9478
121.43.73.27,3138638,357742,3496380
121.43.74.105,3484903,280293,3765196
121.43.74.205,2600,380,2980
121.43.75.126,50436,17228,67664
121.43.75.254,681624,108447,790071
121.43.76.201,164933,16766,181699
121.43.77.165,8658,7293,15951
121.43.77.96,98924,8093,107017
121.43.78.138,549165,13229,562394
121.43.78.198,0,0,0
121.43.79.108,17548,2461,20009
121.43.79.199,36891,2307,39198
121.43.79.210,528,900,1428
121.48.185.251,129,218,347
121.49.121.55,264,415,679
121.52.211.197,5195,4090,9285
121.52.211.200,13834,71234,85068
121.52.211.205,4604,22741,27345
121.52.211.8,9113,17247,26360
121.52.211.9,13552,21264,34816
121.52.215.215,17940,452,18392
121.52.215.247,69269,1633,70902
121.52.216.204,489,362,851
121.52.220.115,1938,1828,3766
121.52.220.94,130474,365092,495566
121.52.221.103,16560,458,17018
121.52.223.36,4038,1183,5221
121.52.223.56,93147,9498,102645
121.52.223.61,598611,3239,601850
121.52.223.62,489703,44554,534257
121.52.223.64,2189113,52739,2241852
121.52.227.194,6900,229,7129
121.52.231.244,2117,1203,3320
121.52.234.117,1550,1734,3284
121.52.236.10,765,1102,1867
121.52.236.11,2149,6844,8993
121.52.236.12,3188,4389,7577
121.52.236.15,117,151,268
121.52.236.16,902,1161,2063
121.52.236.17,302,475,777
121.52.236.18,503,625,1128
121.52.236.19,133,99,232
121.52.236.20,119,221,340
121.52.236.23,2493,8287,10780
121.52.236.27,37,71,108
121.52.236.28,111,284,395
121.52.236.29,1677,2021,3698
121.52.236.30,814,1543,2357
121.52.236.31,16764,9780,26544
121.52.236.32,563,757,1320
121.52.236.33,2482,3339,5821
121.52.236.34,1602,1206,2808
121.52.240.52,2760,383,3143
121.52.243.139,1064,559,1623
121.52.250.110,1340,1685,3025
121.52.250.111,78385,3160,81545
121.52.255.72,1276,2138,3414
121.52.255.73,704,1293,1997
121.52.255.74,625,1067,1692
121.52.255.75,2174,2829,5003
121.52.255.76,1786,2627,4413
121.52.255.77,37,40,77
121.52.255.78,765,2353,3118
121.52.255.79,53,87,140
121.52.255.81,2565,4227,6792
121.52.255.82,1470,1696,3166
121.52.255.84,844,1590,2434
121.52.255.86,5748,10295,16043
121.52.255.87,2847,3526,6373
121.52.255.88,1102,1646,2748
121.52.255.89,167,242,409
121.52.255.90,671,781,1452
121.52.255.91,2066,3087,5153
121.52.255.92,1800,2523,4323
121.52.255.93,2478,4316,6794
121.54.175.122,6856,464,7320
121.54.175.87,6856,450,7306
121.54.44.95,0,2647,2647
121.54.54.137,0,6145,6145
121.56.10.81,82610,1866,84476
121.56.119.247,19074,105,19179
121.56.21.240,273547,219,273766
121.56.85.60,171,123,294
121.57.162.28,130,13566,13696
121.57.216.94,85,85,170
121.57.235.10,368,548,916
121.57.24.116,716,1300,2016
121.57.249.175,9537,53,9590
121.57.29.214,489,300,789
121.57.43.92,48,64,112
121.57.59.242,205,402,607
121.58.10.195,88,122,210
121.61.161.182,9537,53,9590
121.61.17.142,14061,115,14176
121.61.178.238,16563,38,16601
121.61.247.13,8280,53,8333
121.61.249.143,16564,39,16603
121.61.70.181,32954,37,32991
121.62.203.128,1440,2808,4248
121.62.227.69,713,1401,2114
121.62.240.111,513,1007,1520
121.62.45.90,9537,53,9590
121.62.66.154,9537,53,9590
121.63.207.96,41,151,192
121.63.247.147,34351439,108821,34460260
121.63.66.234,192,266,458
121.66.72.226,1798,2159,3957
121.8.170.235,14595,675,15270
121.8.184.159,27600,678,28278
121.8.45.252,1228,2423,3651
121.8.57.98,192,155,347
121.8.58.237,0,68,68
121.8.91.65,24840,687,25527
121.80.1.81,333912,71475,405387
121.83.223.167,0,215,215
121.85.164.53,404943,122282,527225
121.9.185.155,102,203,305
121.9.201.135,45520,3896,49416
121.9.201.147,337927,8261,346188
121.9.201.148,60594,2155,62749
121.9.207.50,8268727,229736,8498463
121.9.207.51,5122636,208361,5330997
121.9.207.52,5234673,204342,5439015
121.9.207.53,7752227,238948,7991175
121.9.207.54,5132837,205250,5338087
121.9.207.55,9114110,311844,9425954
121.9.209.13,10792,31611,42403
121.9.209.136,124240,95504,219744
121.9.209.137,34477,41648,76125
121.9.209.139,122854,31390,154244
121.9.209.140,511821,133899,645720
121.9.209.141,154521,82397,236918
121.9.209.142,243471,39833,283304
121.9.209.150,4228,11508,15736
121.9.209.16,1424223,7295,1431518
121.9.209.165,22302,31988,54290
121.9.209.167,700,1292,1992
121.9.209.168,616,1160,1776
121.9.209.170,11942,16698,28640
121.9.209.171,672,1376,2048
121.9.209.176,8094,11151,19245
121.9.209.18,924876,824476,1749352
121.9.209.185,6272,9109,15381
121.9.209.186,475,1172,1647
121.9.209.193,141231,239826,381057
121.9.209.195,19706,41513,61219
121.9.209.196,121359,85936,207295
121.9.209.201,382439,260629,643068
121.9.209.202,475806,379915,855721
121.9.209.203,175337,141322,316659
121.9.209.204,164122,29347,193469
121.9.209.9,174267,1032884,1207151
121.9.210.195,30360,675,31035
121.9.212.60,0,1631,1631
121.9.212.84,34501,669,35170
121.9.213.129,1777574,254595,2032169
121.9.213.33,342,589,931
121.9.213.41,1886,1795,3681
121.9.223.166,32931,1299,34230
121.9.235.12,1059,3325,4384
121.9.240.90,4921,4058,8979
121.9.242.31,34076,1376,35452
121.9.243.109,418080,17129,435209
121.9.243.207,58849,652,59501
121.9.243.210,857815,12040,869855
121.9.243.241,22080,454,22534
121.9.244.140,984085,159718,1143803
121.9.244.2,273,867,1140
121.9.244.211,485041,7733,492774
121.9.244.214,0,0,0
121.9.245.240,8922,1314,10236
121.9.245.248,2496,1374,3870
121.99.176.78,902,24256,25158
122.0.64.175,5475,1150,6625
122.0.65.8,16560,454,17014
122.0.66.184,672,900,1572
122.0.66.22,272378,2354,274732
122.0.67.146,289652,45177,334829
122.0.67.90,16457,4230,20687
122.0.71.43,3996431,233754,4230185
122.0.76.204,4445765,11469,4457234
122.0.80.202,13800,450,14250
122.10.10.152,0,714,714
122.10.115.84,17940,450,18390
122.10.117.184,706998,38886,745884
122.10.118.174,2150,3541,5691
122.10.7.115,34500,904,35404
122.10.73.232,26220,675,26895
122.10.84.237,36410,4352,40762
122.10.91.59,8560,1016,9576
122.10.92.142,13278,34485,47763
122.10.97.217,6968,452,7420
122.102.11.19,5182,456,5638
122.102.9.59,59383,665,60048
122.11.32.126,465,1053,1518
122.11.32.58,135,631,766
122.11.32.59,8460,53110,61570
122.11.32.60,4476,13307,17783
122.11.32.62,1080,5075,6155
122.11.32.63,900,3170,4070
122.11.32.76,1543,1034,2577
122.11.33.137,354857,18466,373323
122.11.33.37,4589,7037,11626
122.11.33.74,29473,4293,33766
122.11.33.94,158288,12676,170964
122.11.35.55,19320,452,19772
122.11.36.156,22080,474,22554
122.11.37.154,149473,1163865,1313338
122.11.38.138,367268,459849,827117
122.11.38.141,62242,21189,83431
122.11.38.143,5909,9919,15828
122.11.38.146,4427,3475,7902
122.11.38.149,116954,1658,118612
122.11.38.159,379475,94330,473805
122.11.38.160,279404,34540,313944
122.11.38.216,680607,30741,711348
122.11.38.219,6205,3535,9740
122.11.38.252,95608,22058,117666
122.11.38.37,9,9,18
122.11.38.45,4520,1007,5527
122.11.38.54,65600,15229,80829
122.11.38.56,83116,22567,105683
122.11.38.57,165326,3158,168484
122.11.38.86,5759,3987,9746
122.11.38.89,963856,204268,1168124
122.11.39.107,2772,22343,25115
122.11.39.108,5544,34126,39670
122.11.39.109,1512,10138,11650
122.11.39.112,1008,6710,7718
122.11.39.113,0,0,0
122.11.39.114,1764,11063,12827
122.11.39.115,756,5787,6543
122.11.39.146,31685,1137,32822
122.11.39.39,2549,2506,5055
122.11.39.46,7679,11404,19083
122.11.39.81,44030,10890,54920
122.11.41.34,575268,16556,591824
122.11.45.106,5940,44761,50701
122.11.45.161,772,1457,2229
122.11.45.247,73842,49597,123439
122.11.45.248,57230,44604,101834
122.11.48.202,217711,12422,230133
122.11.49.7,33120,642,33762
122.11.51.16,521080,4662,525742
122.11.52.217,1946,1462,3408
122.11.60.89,45540,1012,46552
122.112.13.16,518,860,1378
122.112.13.58,353950,20232,374182
122.112.13.59,296,558,854
122.112.13.61,17940,454,18394
122.112.13.62,508538,10596,519134
122.112.13.64,35880,678,36558
122.112.13.74,7711,3402,11113
122.112.15.137,1938,260,2198
122.112.16.10,2884,3120,6004
122.112.16.7,14124,2610,16734
122.112.17.49,2448069,69233,2517302
122.112.79.55,278420,10334,288754
122.112.88.184,188193,8221,196414
122.112.93.15,14816,792,15608
122.114.121.16,410,267,677
122.114.122.206,1829,837,2666
122.114.123.192,17940,452,18392
122.114.124.179,168,705,873
122.114.126.90,147232,6433,153665
122.114.18.191,13330,977,14307
122.114.18.202,16218,454,16672
122.114.36.24,115470,2752,118222
122.114.37.190,0,804,804
122.114.37.71,423179,11399,434578
122.114.40.42,652914,31380,684294
122.114.41.78,41636,4477,46113
122.114.52.56,33120,926,34046
122.114.57.133,87235,9348,96583
122.114.60.28,574384,13304,587688
122.114.64.18,35880,973,36853
122.114.68.145,32282,5372,37654
122.114.68.165,55746,2082,57828
122.114.68.181,73543,12326,85869
122.114.68.187,26220,448,26668
122.115.32.56,584,334,918
122.115.32.65,50391,964,51355
122.115.35.174,11664,678,12342
122.115.36.189,16560,448,17008
122.115.41.100,5911,193364,199275
122.115.41.101,4957,56945,61902
122.115.41.13,210343,89229,299572
122.115.59.12,20288,127389,147677
122.115.59.36,20592,23922,44514
122.115.62.150,16560,442,17002
122.116.204.116,128,322,450
122.117.161.153,719,598,1317
122.118.35.169,0,130,130
122.119.120.25,30785,21190,51975
122.119.122.56,432654,46235,478889
122.119.125.30,810407,27986,838393
122.119.74.144,28871,1391,30262
122.121.54.137,0,130,130
122.128.106.171,282250,6734,288984
122.13.129.21,27273,9863,37136
122.13.134.71,2183,6453,8636
122.13.148.108,6930,1944,8874
122.13.148.118,1421,1286,2707
122.13.150.104,19210,4997,24207
122.13.156.165,37437,33703,71140
122.13.158.167,1445,425,1870
122.13.158.168,2120,7098,9218
122.13.158.172,1381,2009,3390
122.13.158.173,0,554,554
122.13.176.38,252,347,599
122.13.212.253,681,114,795
122.13.217.99,56578,49096,105674
122.13.218.66,1311,921,2232
122.13.73.15,640964,946,641910
122.13.76.135,402,463,865
122.13.76.88,284937,13317,298254
122.13.85.16,18574,2400,20974
122.13.85.22,0,0,0
122.13.85.26,0,0,0
122.13.85.31,954,1193,2147
122.136.46.111,554207,153677,707884
122.136.46.116,541151,137846,678997
122.136.46.117,0,859,859
122.136.46.119,553516,151732,705248
122.136.46.120,625020,148145,773165
122.136.46.122,545839,146451,692290
122.136.46.123,519605,144185,663790
122.136.46.92,628642,139725,768367
122.136.46.93,480829,134229,615058
122.136.46.94,597217,157955,755172
122.136.46.95,656058,174934,830992
122.138.212.38,41,151,192
122.138.245.52,41,151,192
122.139.183.34,41,151,192
122.139.221.22,41,151,192
122.139.72.221,68,558,626
122.141.120.245,82,302,384
122.141.230.149,1289,888,2177
122.141.235.159,31823,47408,79231
122.141.235.168,341,1014,1355
122.141.81.71,3907,264,4171
122.142.173.113,41,143,184
122.142.4.130,41,143,184
122.143.1.29,1586518,9770,1596288
122.143.1.43,990217,10021,1000238
122.143.1.63,230,975,1205
122.143.125.248,41,143,184
122.143.13.51,8108667,4646,8113313
122.143.13.53,164976,8240,173216
122.143.5.10,1036,7378,8414
122.143.5.42,0,424,424
122.143.5.83,399,356,755
122.143.6.203,2938,21250,24188
122.143.6.209,3339824,20136,3359960
122.143.6.211,1993292,13536,2006828
122.144.128.22,2623,755,3378
122.144.133.16,282760,213824,496584
122.144.133.167,623700,16430,640130
122.144.133.168,38299,2390,40689
122.144.133.183,95516,1110,96626
122.144.134.71,14336,435,14771
122.144.135.237,2884,265,3149
122.144.139.157,44668,2598,47266
122.144.160.16,11554,454,12008
122.144.172.38,287962,33354,321316
122.144.172.39,40575,8305,48880
122.146.112.193,1129,1119,2248
122.146.222.22,22080,448,22528
122.152.139.18,1680040,364,1680404
122.152.139.7,855486,19149,874635
122.156.89.235,41,151,192
122.157.143.84,41,143,184
122.157.227.51,0,604,604
122.158.7.122,41,143,184
122.189.57.196,12007,1911,13918
122.189.96.53,41,151,192
122.192.111.216,106260,314,106574
122.192.197.248,41,143,184
122.192.30.6,764495,50984,815479
122.192.67.76,336,999,1335
122.193.207.28,1708,362,2070
122.193.207.36,1708,224,1932
122.193.207.39,1708,345,2053
122.193.207.57,12090,1749,13839
122.193.207.58,11658,1802,13460
122.193.93.139,16560,458,17018
122.194.61.201,41,151,192
122.198.65.146,10701,1692,12393
122.218.101.195,0,414,414
122.224.103.74,4584,942,5526
122.224.104.239,499190,4879,504069
122.224.124.112,1612,1027,2639
122.224.124.40,0,312,312
122.224.129.21,7992,478,8470
122.224.140.95,38590,1140,39730
122.224.145.72,28980,684,29664
122.224.151.173,18170,796,18966
122.224.151.177,135240,1144,136384
122.224.155.105,214984,1021,216005
122.224.172.71,4733,716,5449
122.224.172.72,105162,391,105553
122.224.172.73,1391,375,1766
122.224.172.76,5346,875,6221
122.224.172.80,11931,1735,13666
122.224.173.33,542866,10246,553112
122.224.178.49,17940,2924,20864
122.224.186.100,15240,464,15704
122.224.195.113,22080,448,22528
122.224.205.8,3272,454,3726
122.224.206.237,1693,1875,3568
122.224.206.244,14623,1864,16487
122.224.213.10,13374,1288,14662
122.224.215.169,8400,914,9314
122.224.223.188,1005,418,1423
122.224.223.222,13917,1140,15057
122.224.30.27,22080,456,22536
122.224.32.245,35528,805,36333
122.224.32.75,55530,4214,59744
122.224.34.54,1468,265,1733
122.224.46.113,27831,6558,34389
122.224.46.168,68536,772,69308
122.224.46.221,35370,358,35728
122.224.46.224,284762,22837,307599
122.224.5.211,16560,462,17022
122.224.5.66,1746,1863,3609
122.224.5.80,97785,1368,99153
122.224.51.100,22767,451,23218
122.224.51.149,2630116,19985,2650101
122.224.6.111,119900,3255,123155
122.224.6.24,303836,14914,318750
122.224.6.64,91339,3327,94666
122.224.6.89,443775,10977,454752
122.224.60.203,23460,452,23912
122.224.72.176,55200,1125,56325
122.224.72.85,43976,3236,47212
122.224.80.215,11275,264,11539
122.224.81.238,18942,946,19888
122.224.81.39,1369,266,1635
122.224.9.206,2438,2724,5162
122.224.9.243,41400,908,42308
122.224.95.181,10089,7258,17347
122.224.95.213,70734,4733,75467
122.224.97.137,21634,10352,31986
122.224.97.234,19186,452,19638
122.225.100.205,9660,222,9882
122.225.101.1,1092853,24228,1117081
122.225.101.151,67584,36712,104296
122.225.102.248,69000,1135,70135
122.225.103.101,318693,12961,331654
122.225.104.129,16560,450,17010
122.225.104.216,8159,301,8460
122.225.104.217,418,640,1058
122.225.104.244,12236,1367,13603
122.225.104.84,431940,12972,444912
122.225.105.121,72476,2185,74661
122.225.105.15,116889,5715,122604
122.225.105.186,4124,27141,31265
122.225.105.189,34433,16070,50503
122.225.105.191,333612,166099,499711
122.225.105.193,1576,911,2487
122.225.105.32,187361,42282,229643
122.225.106.105,5520,903,6423
122.225.106.106,94118,750,94868
122.225.106.114,329,381,710
122.225.107.103,2475737,329909,2805646
122.225.107.118,492757,8562,501319
122.225.107.121,139891,4508,144399
122.225.107.36,0,28472,28472
122.225.107.41,206133,7536,213669
122.225.107.55,4165,9021,13186
122.225.107.71,4899733,540,4900273
122.225.107.90,17113,5327,22440
122.225.107.93,1542,460,2002
122.225.108.103,0,799,799
122.225.109.73,23748,892,24640
122.225.11.209,29729,2567,32296
122.225.115.129,437,442,879
122.225.115.130,22192,26538,48730
122.225.115.131,8657,9187,17844
122.225.115.155,5382,369,5751
122.225.115.201,654196,13400,667596
122.225.115.202,37654,1569,39223
122.225.115.205,315994,18921,334915
122.225.115.208,74201,17872,92073
122.225.115.211,272763,4782,277545
122.225.115.214,342587,3831,346418
122.225.115.217,556105,11858,567963
122.225.115.73,31156,814,31970
122.225.115.76,5258,438,5696
122.225.115.77,5343,815,6158
122.225.115.80,0,0,0
122.225.115.81,6496,848,7344
122.225.115.84,26419,2072,28491
122.225.115.87,11871,1324,13195
122.225.115.90,1473,3188,4661
122.225.115.91,1472,2767,4239
122.225.115.95,212,457,669
122.225.115.98,12500,1538,14038
122.225.117.186,258149,42956,301105
122.225.117.188,2582176,324100,2906276
122.225.192.163,34000,452,34452
122.225.196.140,16560,454,17014
122.225.200.145,9315,2885,12200
122.225.201.234,21325,916,22241
122.225.203.99,209703,29306,239009
122.225.204.173,7274,448,7722
122.225.212.24,48584,5644,54228
122.225.212.25,95838,4305,100143
122.225.212.27,24735,1212,25947
122.225.212.36,68448,2597,71045
122.225.219.95,140974,456730,597704
122.225.229.24,324012,312280,636292
122.225.253.59,19320,454,19774
122.225.31.107,3053840,22065,3075905
122.225.31.87,4571092,2950,4574042
122.225.31.88,341262,803,342065
122.225.40.123,21610,870,22480
122.225.48.24,5279,452,5731
122.225.67.72,16560,806,17366
122.225.68.87,44160,1105,45265
122.225.68.89,15469,25792,41261
122.225.71.40,46101,924,47025
122.225.8.221,206797,14173,220970
122.225.81.109,417865,227382,645247
122.225.81.43,50331,34583,84914
122.225.81.45,2442,5444,7886
122.225.81.46,292251,87823,380074
122.225.81.59,22587,26949,49536
122.225.81.60,27651,32819,60470
122.225.81.61,34350,33071,67421
122.225.81.62,39827,40419,80246
122.225.81.68,14489,25409,39898
122.225.81.81,99131,57431,156562
122.225.81.82,126642,65844,192486
122.225.81.83,630,1447,2077
122.225.81.84,37269,74805,112074
