day_time,send_flow,receive_flow,sum_flow
5_30_0,0,0,0
5_30_1,0,0,0
5_30_10,0,0,0
5_30_11,0,0,0
5_30_12,0,0,0
5_30_13,0,0,0
5_30_14,0,0,0
5_30_15,0,0,0
5_30_16,0,0,0
5_30_17,0,0,0
5_30_18,0,0,0
5_30_19,0,0,0
5_30_2,0,0,0
5_30_20,0,0,0
5_30_21,0,0,0
5_30_22,0,0,0
5_30_23,0,0,0
5_30_3,0,0,0
5_30_4,0,0,0
5_30_5,0,0,0
5_30_6,0,0,0
5_30_7,0,0,0
5_30_8,0,0,0
5_30_9,0,0,0
5_31_0,999,898,1897
5_31_1,171822,159425,331247
5_31_10,4284825,913436,5198261
5_31_11,571966,430730,1002696
5_31_12,6250115,603011,6853126
5_31_13,49289516,11241050,60530566
5_31_14,1327196,830986,2158182
5_31_15,3914956,1431323,5346279
5_31_16,1655859,714538,2370397
5_31_17,2128845,2778012,4906857
5_31_18,1990008,471267,2461275
5_31_19,1777608,191853,1969461
5_31_2,1655370,492358,2147728
5_31_20,619,200,819
5_31_21,619,200,819
5_31_22,2663,2572,5235
5_31_23,2919,2636,5555
5_31_3,619,200,819
5_31_4,619,200,819
5_31_5,619,200,819
5_31_6,619,200,819
5_31_7,619,200,819
5_31_8,619,200,819
5_31_9,619,200,819
6_10_0,877072,272805,1149877
6_10_1,619,200,819
6_10_10,93029,75798,168827
6_10_11,60852073,7779560,68631633
6_10_12,619,200,819
6_10_13,132949,136397,269346
6_10_14,619,200,819
6_10_15,108919,65958,174877
6_10_16,22975924,5459077,28435001
6_10_17,12499,9200,21699
6_10_18,1083592,477927,1561519
6_10_19,619,200,819
6_10_2,619,200,819
6_10_20,854,267,1121
6_10_21,3154,2635,5789
6_10_22,3154,2703,5857
6_10_23,0,0,0
6_10_3,619,200,819
6_10_4,619,200,819
6_10_5,619,200,819
6_10_6,619,200,819
6_10_7,619,200,819
6_10_8,129737,143653,273390
6_10_9,811903,246200,1058103
6_11_0,619,200,819
6_11_1,2919,2572,5491
6_11_10,21218275,4405250,25623525
6_11_11,619,200,819
6_11_12,7052743,749325,7802068
6_11_13,58739,12311,71050
6_11_14,59151,13503,72654
6_11_15,10371847,4088478,14460325
6_11_16,619,200,819
6_11_17,44448639,11939481,56388120
6_11_18,619,200,819
6_11_19,14147531,4513701,18661232
6_11_2,619,200,819
6_11_20,619,200,819
6_11_21,619,200,819
6_11_22,2919,2572,5491
6_11_23,2919,2636,5555
6_11_3,619,200,819
6_11_4,619,200,819
6_11_5,619,200,819
6_11_6,619,200,819
6_11_7,619,200,819
6_11_8,619,200,819
6_11_9,619,200,819
6_12_0,619,200,819
6_12_1,619,200,819
6_12_10,26437,32013,58450
6_12_11,5520022,882164,6402186
6_12_12,130382,143724,274106
6_12_13,4344980,2655068,7000048
6_12_14,619,200,819
6_12_15,849106,22022,871128
6_12_16,619,200,819
6_12_17,619,200,819
6_12_18,619,200,819
6_12_19,11219796,4634994,15854790
6_12_2,619,200,819
6_12_20,886966,343468,1230434
6_12_21,619,200,819
6_12_22,2919,2572,5491
6_12_23,2919,2636,5555
6_12_3,619,200,819
6_12_4,619,200,819
6_12_5,619,200,819
6_12_6,619,200,819
6_12_7,619,200,819
6_12_8,619,200,819
6_12_9,40858045,2665453,43523498
6_13_0,999,898,1897
6_13_1,53983,25904,79887
6_13_10,95733,108912,204645
6_13_11,28349497,8450786,36800283
6_13_12,2999336,1941455,4940791
6_13_13,14602389,6820674,21423063
6_13_14,236318,197466,433784
6_13_15,290581,285056,575637
6_13_16,20899707,5376735,26276442
6_13_17,389377,301578,690955
6_13_18,78516183,3295621,81811804
6_13_19,619,200,819
6_13_2,619,200,819
6_13_20,619,200,819
6_13_21,619,200,819
6_13_22,2919,2572,5491
6_13_23,2919,2636,5555
6_13_3,723232,154453,877685
6_13_4,619,200,819
6_13_5,619,200,819
6_13_6,619,200,819
6_13_7,619,200,819
6_13_8,619,200,819
6_13_9,619,200,819
6_1_0,999,898,1897
6_1_1,51505,23624,75129
6_1_10,619,200,819
6_1_11,696990,236275,933265
6_1_12,2919,2572,5491
6_1_13,869582,294016,1163598
6_1_14,64782,104111,168893
6_1_15,619,200,819
6_1_16,619,200,819
6_1_17,619,200,819
6_1_18,619,200,819
6_1_19,619,200,819
6_1_2,619,200,819
6_1_20,619,200,819
6_1_21,619,200,819
6_1_22,2919,2572,5491
6_1_23,2919,2636,5555
6_1_3,619,200,819
6_1_4,619,200,819
6_1_5,1931338,851821,2783159
6_1_6,619,200,819
6_1_7,141719637,30159077,171878714
6_1_8,3207611,835775,4043386
6_1_9,132111,146637,278748
6_2_0,999,898,1897
6_2_1,51703,23532,75235
6_2_10,619,200,819
6_2_11,4113,824,4937
6_2_12,2919,2572,5491
6_2_13,36867,4554,41421
6_2_14,797406,240933,1038339
6_2_15,619,200,819
6_2_16,619,200,819
6_2_17,619,200,819
6_2_18,619,200,819
6_2_19,619,200,819
6_2_2,619,200,819
6_2_20,619,200,819
6_2_21,619,200,819
6_2_22,2919,2572,5491
6_2_23,3079,2636,5715
6_2_3,619,200,819
6_2_4,619,200,819
6_2_5,800947,244263,1045210
6_2_6,619,200,819
6_2_7,619,200,819
6_2_8,619,200,819
6_2_9,619,200,819
6_3_0,130904,145765,276669
6_3_1,54003,25904,79907
6_3_10,504964,10772,515736
6_3_11,470,130,600
6_3_12,4039690,160783,4200473
6_3_13,57193,69229,126422
6_3_14,85314,84595,169909
6_3_15,24586560,5405725,29992285
6_3_16,1215464,626240,1841704
6_3_17,34709460,3424782,38134242
6_3_18,606142,127100,733242
6_3_19,380244,382186,762430
6_3_2,619,200,819
6_3_20,6356676,2413393,8770069
6_3_21,619,200,819
6_3_22,2919,2572,5491
6_3_23,619,200,819
6_3_3,619,200,819
6_3_4,619,200,819
6_3_5,619,200,819
6_3_6,786997,241889,1028886
6_3_7,42918,5723,48641
6_3_8,619,200,819
6_3_9,16931895,7635907,24567802
6_4_0,38697,37799,76496
6_4_1,2065950,1041892,3107842
6_4_10,29680,17396,47076
6_4_11,619,200,819
6_4_12,6151,6221,12372
6_4_13,3467,3897,7364
6_4_14,84065,6418,90483
6_4_15,52043,29992,82035
6_4_16,619,200,819
6_4_17,128202,77772,205974
6_4_18,3415,3132,6547
6_4_19,7395139,1573865,8969004
6_4_2,1708817,1615337,3324154
6_4_20,619,200,819
6_4_21,619,200,819
6_4_22,2919,2572,5491
6_4_23,7799812,2106722,9906534
6_4_3,619,200,819
6_4_4,619,200,819
6_4_5,619,200,819
6_4_6,619,200,819
6_4_7,619,200,819
6_4_8,619,200,819
6_4_9,619,200,819
6_5_0,833004,21823,854827
6_5_1,7066731,2118780,9185511
6_5_10,10947601,2832569,13780170
6_5_11,7445,7614,15059
6_5_12,619,200,819
6_5_13,12771110,599437,13370547
6_5_14,619,200,819
6_5_15,68344,90996,159340
6_5_16,16224156,4438546,20662702
6_5_17,3690257,1773480,5463737
6_5_18,619,200,819
6_5_19,29175754,11778254,40954008
6_5_2,619,200,819
6_5_20,619,200,819
6_5_21,619,200,819
6_5_22,619,200,819
6_5_23,2919,2636,5555
6_5_3,619,200,819
6_5_4,619,200,819
6_5_5,12201958,3528127,15730085
6_5_6,1358488,1348920,2707408
6_5_7,34486,48640,83126
6_5_8,619,200,819
6_5_9,619,200,819
6_6_0,999,898,1897
6_6_1,901605,277087,1178692
6_6_10,25635,1010588,1036223
6_6_11,9661,6192,15853
6_6_12,62031,287556,349587
6_6_13,7297909,315472,7613381
6_6_14,5841388,259016,6100404
6_6_15,619,200,819
6_6_16,7454820,851366,8306186
6_6_17,20967,10332,31299
6_6_18,9946427,3834569,13780996
6_6_19,96586618,17501850,114088468
6_6_2,846803,247207,1094010
6_6_20,619,200,819
6_6_21,619,200,819
6_6_22,2919,2572,5491
6_6_23,810214,1262021,2072235
6_6_3,619,200,819
6_6_4,619,200,819
6_6_5,619,200,819
6_6_6,619,200,819
6_6_7,619,200,819
6_6_8,619,200,819
6_6_9,619,200,819
6_7_0,1061983,457149,1519132
6_7_1,887704,258672,1146376
6_7_10,619,200,819
6_7_11,2919,2572,5491
6_7_12,619,200,819
6_7_13,854,263,1117
6_7_14,619,200,819
6_7_15,619,200,819
6_7_16,619,200,819
6_7_17,619,200,819
6_7_18,619,200,819
6_7_19,619,200,819
6_7_2,619,200,819
6_7_20,619,200,819
6_7_21,2919,2572,5491
6_7_22,3079,2636,5715
6_7_23,999,898,1897
6_7_3,619,200,819
6_7_4,619,200,819
6_7_5,854,267,1121
6_7_6,619,200,819
6_7_7,619,200,819
6_7_8,768,270,1038
6_7_9,768,270,1038
6_8_0,55692,27372,83064
6_8_1,619,200,819
6_8_10,619,200,819
6_8_11,2919,2572,5491
6_8_12,619,200,819
6_8_13,619,200,819
6_8_14,619,200,819
6_8_15,854,267,1121
6_8_16,619,200,819
6_8_17,619,200,819
6_8_18,619,200,819
6_8_19,768,270,1038
6_8_2,619,200,819
6_8_20,619,200,819
6_8_21,2791,2572,5363
6_8_22,3314,2703,6017
6_8_23,999,898,1897
6_8_3,854,263,1117
6_8_4,619,200,819
6_8_5,953466,359472,1312938
6_8_6,883395,296582,1179977
6_8_7,13470,834,14304
6_8_8,768,270,1038
6_8_9,619,200,819
6_9_0,55418,26640,82058
6_9_1,619,200,819
6_9_10,619,200,819
6_9_11,2919,2572,5491
6_9_12,619,200,819
6_9_13,619,200,819
6_9_14,619,200,819
6_9_15,619,200,819
6_9_16,619,200,819
6_9_17,854,263,1117
6_9_18,619,200,819
6_9_19,619,200,819
6_9_2,768,270,1038
6_9_20,619,200,819
6_9_21,2919,2572,5491
6_9_22,3079,2636,5715
6_9_23,999,898,1897
6_9_3,619,200,819
6_9_4,619,200,819
6_9_5,619,200,819
6_9_6,867336,258518,1125854
6_9_7,131324,146572,277896
6_9_8,876394,250807,1127201
6_9_9,619,200,819
