day_time,send_flow,receive_flow,sum_flow
5_30_0,0,0,0
5_30_1,0,0,0
5_30_10,0,0,0
5_30_11,0,0,0
5_30_12,0,0,0
5_30_13,0,0,0
5_30_14,0,0,0
5_30_15,0,0,0
5_30_16,0,0,0
5_30_17,0,0,0
5_30_18,0,0,0
5_30_19,0,0,0
5_30_2,0,0,0
5_30_20,0,0,0
5_30_21,0,0,0
5_30_22,0,0,0
5_30_23,49352,76136,125488
5_30_3,0,0,0
5_30_4,0,0,0
5_30_5,0,0,0
5_30_6,0,0,0
5_30_7,0,0,0
5_30_8,0,0,0
5_30_9,0,0,0
5_31_0,477202,736183,1213385
5_31_1,476406,735572,1211978
5_31_10,6983392,506470,7489862
5_31_11,1547434,778469,2325903
5_31_12,259354,407660,667014
5_31_13,0,0,0
5_31_14,424864,109639,534503
5_31_15,4767006,906138,5673144
5_31_16,1701779,1507525,3209304
5_31_17,9428478,1980740,11409218
5_31_18,1546682,683481,2230163
5_31_19,235218,365856,601074
5_31_2,476804,735572,1212376
5_31_20,0,0,0
5_31_21,0,0,0
5_31_22,0,0,0
5_31_23,0,0,0
5_31_3,477600,736800,1214400
5_31_4,477998,737415,1215413
5_31_5,477600,736800,1214400
5_31_6,477202,736187,1213389
5_31_7,477600,736800,1214400
5_31_8,477202,736800,1214002
5_31_9,813574,729896,1543470
6_10_0,0,0,0
6_10_1,0,0,0
6_10_10,447650,470410,918060
6_10_11,250740,374736,625476
6_10_12,229646,342176,571822
6_10_13,1271372,407362,1678734
6_10_14,1159096,1162950,2322046
6_10_15,954503,1448688,2403191
6_10_16,865456,1413040,2278496
6_10_17,2032994,1781295,3814289
6_10_18,502867,871568,1374435
6_10_19,247779,490000,737779
6_10_2,0,0,0
6_10_20,249375,491568,740943
6_10_21,248976,490000,738976
6_10_22,238203,470400,708603
6_10_23,36708,73696,110404
6_10_3,0,0,0
6_10_4,0,0,0
6_10_5,0,0,0
6_10_6,0,0,0
6_10_7,0,0,0
6_10_8,0,0,0
6_10_9,505543,362422,867965
6_11_0,227031,457856,684887
6_11_1,225834,455504,681338
6_11_10,210621,101858,312479
6_11_11,80786,6657,87443
6_11_12,0,0,0
6_11_13,0,0,0
6_11_14,285711,83616,369327
6_11_15,155153,13976,169129
6_11_16,856435,173847,1030282
6_11_17,723424,164133,887557
6_11_18,336374,312636,649010
6_11_19,281784,432490,714274
6_11_2,225435,454720,680155
6_11_20,44576,68320,112896
6_11_21,0,0,0
6_11_22,0,0,0
6_11_23,0,0,0
6_11_3,223041,449232,672273
6_11_4,226233,453152,679385
6_11_5,223839,453936,677775
6_11_6,228228,457856,686084
6_11_7,228228,457072,685300
6_11_8,227430,457072,684502
6_11_9,221445,446096,667541
6_12_0,0,0,0
6_12_1,0,0,0
6_12_10,267908,70842,338750
6_12_11,134634,192964,327598
6_12_12,64931,138461,203392
6_12_13,42750,91314,134064
6_12_14,2060112,147568,2207680
6_12_15,1047537,728221,1775758
6_12_16,250708,398379,649087
6_12_17,1870846,362231,2233077
6_12_18,1662639,51726,1714365
6_12_19,0,0,0
6_12_2,0,0,0
6_12_20,0,0,0
6_12_21,0,0,0
6_12_22,0,0,0
6_12_23,0,0,0
6_12_3,0,0,0
6_12_4,0,0,0
6_12_5,0,0,0
6_12_6,0,0,0
6_12_7,0,0,0
6_12_8,0,0,0
6_12_9,0,0,0
6_13_0,0,0,0
6_13_1,0,0,0
6_13_10,2426372,363900,2790272
6_13_11,1292136,515623,1807759
6_13_12,0,0,0
6_13_13,0,0,0
6_13_14,846698,170360,1017058
6_13_15,1619673,447834,2067507
6_13_16,714337,838682,1553019
6_13_17,1435485,1668461,3103946
6_13_18,1686470,1926243,3612713
6_13_19,1455334,2206243,3661577
6_13_2,0,0,0
6_13_20,1490260,2204189,3694449
6_13_21,1400960,2148504,3549464
6_13_22,1201960,1840701,3042661
6_13_23,408746,619370,1028116
6_13_3,0,0,0
6_13_4,0,0,0
6_13_5,0,0,0
6_13_6,0,0,0
6_13_7,0,0,0
6_13_8,0,0,0
6_13_9,0,0,0
6_1_0,0,0,0
6_1_1,0,0,0
6_1_10,0,0,0
6_1_11,0,0,0
6_1_12,0,0,0
6_1_13,0,0,0
6_1_14,0,0,0
6_1_15,0,0,0
6_1_16,0,0,0
6_1_17,0,0,0
6_1_18,0,0,0
6_1_19,0,0,0
6_1_2,0,0,0
6_1_20,0,0,0
6_1_21,0,0,0
6_1_22,0,0,0
6_1_23,0,0,0
6_1_3,0,0,0
6_1_4,0,0,0
6_1_5,0,0,0
6_1_6,0,0,0
6_1_7,0,0,0
6_1_8,0,0,0
6_1_9,0,0,0
6_2_0,0,0,0
6_2_1,0,0,0
6_2_10,0,0,0
6_2_11,0,0,0
6_2_12,0,0,0
6_2_13,0,0,0
6_2_14,0,0,0
6_2_15,0,0,0
6_2_16,0,0,0
6_2_17,0,0,0
6_2_18,0,0,0
6_2_19,0,0,0
6_2_2,0,0,0
6_2_20,0,0,0
6_2_21,0,0,0
6_2_22,0,0,0
6_2_23,0,0,0
6_2_3,0,0,0
6_2_4,0,0,0
6_2_5,0,0,0
6_2_6,0,0,0
6_2_7,0,0,0
6_2_8,0,0,0
6_2_9,0,0,0
6_3_0,0,0,0
6_3_1,0,0,0
6_3_10,1410842,1092083,2502925
6_3_11,1292062,1714866,3006928
6_3_12,1282097,1975672,3257769
6_3_13,1328377,1883540,3211917
6_3_14,1755716,856880,2612596
6_3_15,896699,1174596,2071295
6_3_16,2596197,1969917,4566114
6_3_17,563177,755994,1319171
6_3_18,596043,15153467,15749510
6_3_19,700817,734107,1434924
6_3_2,0,0,0
6_3_20,474416,721804,1196220
6_3_21,598554,744180,1342734
6_3_22,181991,229728,411719
6_3_23,0,0,0
6_3_3,0,0,0
6_3_4,0,0,0
6_3_5,0,0,0
6_3_6,0,0,0
6_3_7,0,0,0
6_3_8,0,0,0
6_3_9,0,0,0
6_4_0,0,0,0
6_4_1,0,0,0
6_4_10,518332,253710,772042
6_4_11,340317,404512,744829
6_4_12,299172,389154,688326
6_4_13,230223,368884,599107
6_4_14,339741,399378,739119
6_4_15,645987,838829,1484816
6_4_16,579618,634710,1214328
6_4_17,172767,277619,450386
6_4_18,183270,241233,424503
6_4_19,2056714,888176,2944890
6_4_2,0,0,0
6_4_20,230249,370214,600463
6_4_21,39495,23060,62555
6_4_22,0,0,0
6_4_23,0,0,0
6_4_3,0,0,0
6_4_4,0,0,0
6_4_5,0,0,0
6_4_6,0,0,0
6_4_7,0,0,0
6_4_8,0,0,0
6_4_9,0,0,0
6_5_0,0,0,0
6_5_1,0,0,0
6_5_10,879951,148037,1027988
6_5_11,333275,497286,830561
6_5_12,0,0,0
6_5_13,0,0,0
6_5_14,84848,11414,96262
6_5_15,0,0,0
6_5_16,91592,8447,100039
6_5_17,0,0,0
6_5_18,115843,49664,165507
6_5_19,258552,411480,670032
6_5_2,0,0,0
6_5_20,237804,379095,616899
6_5_21,1020878,189525,1210403
6_5_22,0,0,0
6_5_23,0,0,0
6_5_3,0,0,0
6_5_4,0,0,0
6_5_5,0,0,0
6_5_6,0,0,0
6_5_7,0,0,0
6_5_8,0,0,0
6_5_9,0,0,0
6_6_0,0,0,0
6_6_1,0,0,0
6_6_10,400040,394956,794996
6_6_11,381202,508981,890183
6_6_12,236810,352832,589642
6_6_13,233228,350464,583692
6_6_14,499557,365273,864830
6_6_15,345020,356806,701826
6_6_16,676686,452740,1129426
6_6_17,2975982,906835,3882817
6_6_18,466854,726249,1193103
6_6_19,517517,565344,1082861
6_6_2,0,0,0
6_6_20,0,0,0
6_6_21,0,0,0
6_6_22,0,0,0
6_6_23,0,0,0
6_6_3,0,0,0
6_6_4,0,0,0
6_6_5,0,0,0
6_6_6,0,0,0
6_6_7,0,0,0
6_6_8,0,0,0
6_6_9,0,0,0
6_7_0,0,0,0
6_7_1,0,0,0
6_7_10,0,0,0
6_7_11,0,0,0
6_7_12,0,0,0
6_7_13,0,0,0
6_7_14,0,0,0
6_7_15,0,0,0
6_7_16,0,0,0
6_7_17,0,0,0
6_7_18,0,0,0
6_7_19,0,0,0
6_7_2,0,0,0
6_7_20,0,0,0
6_7_21,0,0,0
6_7_22,0,0,0
6_7_23,0,0,0
6_7_3,0,0,0
6_7_4,0,0,0
6_7_5,0,0,0
6_7_6,0,0,0
6_7_7,0,0,0
6_7_8,0,0,0
6_7_9,0,0,0
6_8_0,0,0,0
6_8_1,0,0,0
6_8_10,0,0,0
6_8_11,0,0,0
6_8_12,0,0,0
6_8_13,0,0,0
6_8_14,0,0,0
6_8_15,0,0,0
6_8_16,0,0,0
6_8_17,0,0,0
6_8_18,0,0,0
6_8_19,0,0,0
6_8_2,0,0,0
6_8_20,0,0,0
6_8_21,0,0,0
6_8_22,0,0,0
6_8_23,0,0,0
6_8_3,0,0,0
6_8_4,0,0,0
6_8_5,0,0,0
6_8_6,0,0,0
6_8_7,0,0,0
6_8_8,0,0,0
6_8_9,721,192,913
6_9_0,0,0,0
6_9_1,0,0,0
6_9_10,0,0,0
6_9_11,0,0,0
6_9_12,0,0,0
6_9_13,0,0,0
6_9_14,0,0,0
6_9_15,0,0,0
6_9_16,0,0,0
6_9_17,0,0,0
6_9_18,0,0,0
6_9_19,0,0,0
6_9_2,0,0,0
6_9_20,0,0,0
6_9_21,0,0,0
6_9_22,0,0,0
6_9_23,0,0,0
6_9_3,0,0,0
6_9_4,0,0,0
6_9_5,0,0,0
6_9_6,0,0,0
6_9_7,0,0,0
6_9_8,0,0,0
6_9_9,0,0,0
